#filename,region_count,region_shape_attributes,Detection_time_spent_on_frame (seconds),Total_time_spent_on_frame (seconds),Accumulated_detection_time_spent_on_video(seconds),Accumulated_elapsed_time (seconds),FPS,Mean Precision (%),TP_MEAN,FN_MEAN,FP_MEAN,TP_TOTAL,FP_TOTAL,FN_TOTAL
frame0.jpg,0,,0.2939643859863281,0.2940218448638916,0.2939643859863281,0.2940218448638916,1.0562181324214874,38.97413917416684,1.764,0.848,0.786,1764,786,848
frame1.jpg,1,"name:rect,x: 444 ,y: 316,width: 191, height: 240",0.3438985347747803,0.34415721893310547,0.6378629207611084,0.6381790637969971,1.0562181324214874,38.97413917416684,1.764,0.848,0.786,1764,786,848
frame2.jpg,1,"name:rect,x: 444 ,y: 316,width: 191, height: 239",0.32146668434143066,0.3217041492462158,0.9593296051025391,0.9598832130432129,1.0562181324214874,38.97413917416684,1.764,0.848,0.786,1764,786,848
frame3.jpg,1,"name:rect,x: 443 ,y: 316,width: 192, height: 240",0.3200700283050537,0.32032155990600586,1.2793996334075928,1.2802047729492188,1.0562181324214874,38.97413917416684,1.764,0.848,0.786,1764,786,848
frame4.jpg,1,"name:rect,x: 443 ,y: 316,width: 192, height: 239",0.3081686496734619,0.30840516090393066,1.5875682830810547,1.5886099338531494,1.0562181324214874,38.97413917416684,1.764,0.848,0.786,1764,786,848
frame5.jpg,1,"name:rect,x: 443 ,y: 316,width: 192, height: 239",0.32744646072387695,0.3276798725128174,1.9150147438049316,1.9162898063659668,1.0562181324214874,38.97413917416684,1.764,0.848,0.786,1764,786,848
frame6.jpg,0,,0.33724021911621094,0.337299108505249,2.2522549629211426,2.253588914871216,1.0562181324214874,38.97413917416684,1.764,0.848,0.786,1764,786,848
frame7.jpg,0,,0.31596899032592773,0.3160252571105957,2.5682239532470703,2.5696141719818115,1.0562181324214874,38.97413917416684,1.764,0.848,0.786,1764,786,848
frame8.jpg,0,,0.3056962490081787,0.3057534694671631,2.873920202255249,2.8753676414489746,1.0562181324214874,38.97413917416684,1.764,0.848,0.786,1764,786,848
frame9.jpg,0,,0.3254668712615967,0.32552528381347656,3.1993870735168457,3.200892925262451,1.0562181324214874,38.97413917416684,1.764,0.848,0.786,1764,786,848
frame10.jpg,0,,0.35533976554870605,0.35539817810058594,3.5547268390655518,3.556291103363037,1.0562181324214874,38.97413917416684,1.764,0.848,0.786,1764,786,848
frame11.jpg,0,,0.3269383907318115,0.3269941806793213,3.8816652297973633,3.8832852840423584,1.0562181324214874,38.97413917416684,1.764,0.848,0.786,1764,786,848
frame12.jpg,1,"name:rect,x: 645 ,y: 330,width: 73, height: 180",0.32448339462280273,0.32471442222595215,4.206148624420166,4.2079997062683105,1.0562181324214874,38.97413917416684,1.764,0.848,0.786,1764,786,848
frame13.jpg,2,"name:rect,x: 644 ,y: 332,width: 74, height: 176",0.34587836265563965,0.3462197780609131,4.552026987075806,4.554219484329224,1.0562181324214874,38.97413917416684,1.764,0.848,0.786,1764,786,848
frame13.jpg,2,"name:rect,x: 612 ,y: 329,width: 77, height: 177",0.34587836265563965,0.3463475704193115,4.552026987075806,4.900567054748535,1.0562181324214874,38.97413917416684,1.764,0.848,0.786,1764,786,848
frame14.jpg,2,"name:rect,x: 644 ,y: 329,width: 74, height: 174",0.31536173820495605,0.31572866439819336,4.867388725280762,5.2162957191467285,1.0562181324214874,38.97413917416684,1.764,0.848,0.786,1764,786,848
frame14.jpg,2,"name:rect,x: 615 ,y: 330,width: 75, height: 175",0.31536173820495605,0.31586670875549316,4.867388725280762,5.532162427902222,1.0562181324214874,38.97413917416684,1.764,0.848,0.786,1764,786,848
