#filename,region_count,region_shape_attributes,Detection_time_spent_on_frame (seconds),Total_time_spent_on_frame (seconds),Accumulated_detection_time_spent_on_video(seconds),Accumulated_elapsed_time (seconds),FPS,Mean Precision (%),TP,FN,FP,TP_MEAN,FN_MEAN,FP_MEAN,TP_TOTAL,FP_TOTAL,FN_TOTAL,Number_of_objects,,,precision,Recall
frame0.jpg,0,,0.1329324245,0.1331362724,0.1329324245,0.1331362724,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,0.9373433584,0.1624674196
frame1.jpg,0,,0.1208639145,0.1209506989,0.253796339,0.2540869713,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame2.jpg,0,,0.0904705524,0.0905323029,0.3442668915,0.3446192741,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame3.jpg,0,,0.0856308937,0.0856823921,0.4298977852,0.4303016663,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame4.jpg,0,,0.0967004299,0.0967710018,0.5265982151,0.5270726681,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame5.jpg,0,,0.0733401775,0.073390007,0.5999383926,0.6004626751,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame6.jpg,0,,0.0869810581,0.0870351791,0.6869194508,0.6874978542,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame7.jpg,0,,0.0701951981,0.0702495575,0.7571146488,0.7577474117,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame8.jpg,0,,0.0909039974,0.0909543037,0.8480186462,0.8487017155,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame9.jpg,0,,0.0708227158,0.0708734989,0.918841362,0.9195752144,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame10.jpg,0,,0.0905351639,0.0905854702,1.0093765259,1.0101606846,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame11.jpg,0,,0.0716383457,0.0717055798,1.0810148716,1.0818662643,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame12.jpg,0,,0.0857696533,0.0858201981,1.1667845249,1.1676864624,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame13.jpg,0,,0.0715677738,0.0716223717,1.2383522987,1.2393088341,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame14.jpg,0,,0.0880417824,0.0880918503,1.3263940811,1.3274006844,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame15.jpg,0,,0.0734372139,0.0734865665,1.399831295,1.4008872509,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame16.jpg,0,,0.0949459076,0.0949957371,1.4947772026,1.495882988,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame17.jpg,0,,0.0757279396,0.0757818222,1.5705051422,1.5716648102,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame18.jpg,0,,0.0958776474,0.0959424973,1.6663827896,1.6676073074,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame19.jpg,0,,0.0818889141,0.0819439888,1.7482717037,1.7495512962,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame20.jpg,0,,0.094792366,0.0948550701,1.8430640697,1.8444063663,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame21.jpg,0,,0.0687775612,0.0688278675,1.9118416309,1.9132342339,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame22.jpg,0,,0.0889024734,0.0889573097,2.0007441044,2.0021915436,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame23.jpg,0,,0.071079731,0.0711300373,2.0718238354,2.0733215809,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame24.jpg,0,,0.0858249664,0.0858781338,2.1576488018,2.1591997147,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame25.jpg,0,,0.0683026314,0.0683538914,2.2259514332,2.227553606,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame26.jpg,0,,0.0859582424,0.0860106945,2.3119096756,2.3135643005,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame27.jpg,0,,0.07208848,0.07213974,2.3839981556,2.3857040405,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame28.jpg,0,,0.097597599,0.0976667404,2.4815957546,2.4833707809,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame29.jpg,0,,0.0701241493,0.0701844692,2.5517199039,2.5535552502,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame30.jpg,0,,0.0886058807,0.0886588097,2.6403257847,2.6422140598,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame31.jpg,0,,0.0710222721,0.071075201,2.7113480568,2.7132892609,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame32.jpg,0,,0.0891227722,0.0891737938,2.800470829,2.8024630547,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame33.jpg,0,,0.0704994202,0.0705509186,2.8709702492,2.8730139732,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame34.jpg,0,,0.0866010189,0.0866611004,2.9575712681,2.9596750736,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame35.jpg,0,,0.0751531124,0.0752031803,3.0327243805,3.0348782539,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame36.jpg,0,,0.0860264301,0.0860760212,3.1187508106,3.1209542751,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame37.jpg,0,,0.0704782009,0.0705311298,3.1892290115,3.191485405,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame38.jpg,0,,0.0863273144,0.0863778591,3.2755563259,3.2778632641,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame39.jpg,0,,0.075158596,0.0752091408,3.350714922,3.3530724049,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame40.jpg,0,,0.0910100937,0.0910623074,3.4417250156,3.4441347122,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame41.jpg,0,,0.0711972713,0.0712511539,3.512922287,3.5153858662,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame42.jpg,0,,0.0968060493,0.0968749523,3.6097283363,3.6122608185,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame43.jpg,0,,0.1139729023,0.1140449047,3.7237012386,3.7263057232,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame44.jpg,0,,0.1194550991,0.1195311546,3.8431563377,3.8458368778,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame45.jpg,0,,0.1208162308,0.120890379,3.9639725685,3.9667272568,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame46.jpg,0,,0.0978393555,0.0979146957,4.061811924,4.0646419525,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame47.jpg,0,,0.120824337,0.1208944321,4.182636261,4.1855363846,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame48.jpg,0,,0.1218378544,0.1219105721,4.3044741154,4.3074469566,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame49.jpg,0,,0.1166083813,0.1166851521,4.4210824966,4.4241321087,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame50.jpg,0,,0.119592905,0.1196517944,4.5406754017,4.5437839031,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame51.jpg,0,,0.1148104668,0.1148777008,4.6554858685,4.6586616039,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame52.jpg,0,,0.1216225624,0.121707201,4.7771084309,4.7803688049,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame53.jpg,0,,0.0811629295,0.0812144279,4.8582713604,4.8615832329,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame54.jpg,0,,0.088804245,0.0888562202,4.9470756054,4.9504394531,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame55.jpg,0,,0.0716245174,0.0716986656,5.0187001228,5.0221381187,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame56.jpg,0,,0.0859229565,0.0859766006,5.1046230793,5.1081147194,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame57.jpg,0,,0.0726685524,0.0727198124,5.1772916317,5.1808345318,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame58.jpg,0,,0.0857820511,0.0858290195,5.2630736828,5.2666635513,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame59.jpg,0,,0.0714073181,0.0714571476,5.3344810009,5.3381206989,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame60.jpg,0,,0.0919778347,0.0920283794,5.4264588356,5.4301490784,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
frame61.jpg,0,,0.0728311539,0.0728812218,5.4992899895,5.5030303001,10.5547031612,7.8055150386,0,0,0,0.1381093058,0.7119645495,0.0092319055,374,25,1928,2327,,,,
