#filename,region_count,region_shape_attributes,Detection_time_spent_on_frame (seconds),Total_time_spent_on_frame (seconds),Accumulated_detection_time_spent_on_video(seconds),Accumulated_elapsed_time (seconds),FPS,Mean Precision (%),TP_MEAN,FN_MEAN,FP_MEAN,TP_TOTAL,FP_TOTAL,FN_TOTAL,,precision,recall
frame0.jpg,0,,0.3113610744,0.3114361763,0.3113610744,0.3114361763,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,0.9866908651,0.6244257274
frame1.jpg,0,,0.3202428818,0.3202981949,0.6316039562,0.6317343712,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame2.jpg,0,,0.2739546299,0.2740123272,0.9055585861,0.9057466984,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame3.jpg,0,,0.2696137428,0.2696728706,1.1751723289,1.175419569,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame4.jpg,0,,0.2674007416,0.2674582005,1.4425730705,1.4428777695,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame5.jpg,0,,0.2750310898,0.2750906944,1.7176041603,1.7179684639,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame6.jpg,0,,0.2974891663,0.297544241,2.0150933266,2.0155127048,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame7.jpg,0,,0.2774617672,0.277515173,2.2925550938,2.2930278778,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame8.jpg,0,,0.2760839462,0.276140213,2.56863904,2.5691680908,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame9.jpg,0,,0.2765703201,0.2766256332,2.8452093601,2.8457937241,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame10.jpg,0,,0.2764120102,0.2764797211,3.1216213703,3.1222734451,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame11.jpg,0,,0.2763113976,0.2763667107,3.3979327679,3.3986401558,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame12.jpg,0,,0.2766182423,0.2766792774,3.6745510101,3.6753194332,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame13.jpg,1,"name:rect,x: 644 ,y: 332,width: 74, height: 176",0.2867248058,0.2869670391,3.961275816,3.9622864723,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame14.jpg,2,"name:rect,x: 644 ,y: 329,width: 74, height: 174",0.2822768688,0.2826123238,4.2435526848,4.2448987961,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame14.jpg,2,"name:rect,x: 615 ,y: 330,width: 75, height: 175",0.2822768688,0.2827210426,4.2435526848,4.5276198387,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame15.jpg,1,"name:rect,x: 644 ,y: 325,width: 74, height: 183",0.2817492485,0.2819697857,4.5253019333,4.8095896244,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame16.jpg,1,"name:rect,x: 643 ,y: 322,width: 76, height: 179",0.3194658756,0.3197185993,4.8447678089,5.1293082237,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame17.jpg,1,"name:rect,x: 645 ,y: 316,width: 73, height: 174",0.3269495964,0.3271965981,5.1717174053,5.4565048218,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame18.jpg,1,"name:rect,x: 639 ,y: 314,width: 79, height: 171",0.3197216988,0.3199880123,5.4914391041,5.7764928341,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame19.jpg,1,"name:rect,x: 633 ,y: 311,width: 85, height: 172",0.3259928226,0.3262574673,5.8174319267,6.1027503014,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame20.jpg,1,"name:rect,x: 596 ,y: 315,width: 90, height: 169",0.3236005306,0.3238832951,6.1410324574,6.4266335964,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame21.jpg,1,"name:rect,x: 589 ,y: 311,width: 92, height: 175",0.3337697983,0.3341240883,6.4748022556,6.7607576847,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame22.jpg,1,"name:rect,x: 586 ,y: 307,width: 90, height: 176",0.3228490353,0.3231289387,6.7976512909,7.0838866234,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame23.jpg,1,"name:rect,x: 578 ,y: 306,width: 95, height: 175",0.3297755718,0.330060482,7.1274268627,7.4139471054,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame24.jpg,1,"name:rect,x: 575 ,y: 304,width: 89, height: 178",0.3219263554,0.3221964836,7.4493532181,7.736143589,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame25.jpg,1,"name:rect,x: 598 ,y: 301,width: 89, height: 173",0.3262445927,0.3265006542,7.7755978107,8.0626442432,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame26.jpg,1,"name:rect,x: 597 ,y: 299,width: 86, height: 174",0.3245372772,0.3248138428,8.100135088,8.387458086,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame27.jpg,1,"name:rect,x: 592 ,y: 297,width: 86, height: 175",0.3297624588,0.3300263882,8.4298975468,8.7174844742,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame28.jpg,1,"name:rect,x: 590 ,y: 294,width: 83, height: 180",0.3268857002,0.3271496296,8.756783247,9.0446341038,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame29.jpg,1,"name:rect,x: 590 ,y: 288,width: 79, height: 177",0.2779774666,0.2782201767,9.0347607136,9.3228542805,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame30.jpg,1,"name:rect,x: 590 ,y: 282,width: 73, height: 172",0.2843551636,0.2845902443,9.3191158772,9.6074445248,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame31.jpg,1,"name:rect,x: 589 ,y: 278,width: 72, height: 167",0.2806239128,0.2808511257,9.59973979,9.8882956505,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame32.jpg,1,"name:rect,x: 584 ,y: 275,width: 69, height: 167",0.28860569,0.2888445854,9.88834548,10.1771402359,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame33.jpg,1,"name:rect,x: 580 ,y: 275,width: 72, height: 166",0.2846617699,0.2849206924,10.1730072498,10.4620609283,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame34.jpg,1,"name:rect,x: 573 ,y: 274,width: 73, height: 166",0.287072897,0.2873122692,10.4600801468,10.7493731976,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame35.jpg,1,"name:rect,x: 562 ,y: 272,width: 79, height: 165",0.3011639118,0.3015773296,10.7612440586,11.0509505272,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame36.jpg,1,"name:rect,x: 525 ,y: 275,width: 86, height: 160",0.3191976547,0.3194484711,11.0804417133,11.3703989983,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame37.jpg,1,"name:rect,x: 517 ,y: 273,width: 92, height: 159",0.2955441475,0.2957656384,11.3759858608,11.6661646366,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame38.jpg,1,"name:rect,x: 540 ,y: 271,width: 85, height: 160",0.2986478806,0.2988917828,11.6746337414,11.9650564194,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame39.jpg,1,"name:rect,x: 539 ,y: 270,width: 81, height: 162",0.3399529457,0.3402078152,12.0145866871,12.3052642345,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame40.jpg,1,"name:rect,x: 538 ,y: 267,width: 81, height: 163",0.3676993847,0.3679740429,12.3822860718,12.6732382774,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame41.jpg,1,"name:rect,x: 539 ,y: 264,width: 77, height: 167",0.3222043514,0.3224937916,12.7044904232,12.995732069,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame42.jpg,1,"name:rect,x: 540 ,y: 261,width: 72, height: 163",0.3954470158,0.395730257,13.099937439,13.391462326,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame43.jpg,1,"name:rect,x: 539 ,y: 260,width: 67, height: 153",0.3384473324,0.3387331963,13.4383847713,13.7301955223,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame44.jpg,1,"name:rect,x: 531 ,y: 257,width: 71, height: 154",0.4106841087,0.410961628,13.8490688801,14.1411571503,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
frame45.jpg,1,"name:rect,x: 524 ,y: 256,width: 75, height: 155",0.4060270786,0.4063436985,14.2550959587,14.5475008488,1.5843483147,41.1581334042,1.631,0.981,0.022,1631,22,981,,,
