#filename,region_count,region_shape_attributes,Detection_time_spent_on_frame (seconds),Total_time_spent_on_frame (seconds),Accumulated_detection_time_spent_on_video(seconds),Accumulated_elapsed_time (seconds),FPS,Mean Precision (%),TP_MEAN,FN_MEAN,FP_MEAN,TP_TOTAL,FP_TOTAL,FN_TOTAL,precision,recall
frame0.jpg,0,,0.0680279732,0.0680799484,0.0680279732,0.0680799484,9.7395986124,21.5788437428,0.858,1.754,0.001,858,1,1754,0.9988358556,0.3284839204
frame1.jpg,0,,0.097414732,0.0974652767,0.1654427052,0.1655452251,9.7395986124,21.5788437428,0.858,1.754,0.001,858,1,1754,,
frame2.jpg,0,,0.0669128895,0.0669717789,0.2323555946,0.232517004,9.7395986124,21.5788437428,0.858,1.754,0.001,858,1,1754,,
frame3.jpg,0,,0.0696282387,0.0696816444,0.3019838333,0.3021986485,9.7395986124,21.5788437428,0.858,1.754,0.001,858,1,1754,,
frame4.jpg,0,,0.0627975464,0.0628507137,0.3647813797,0.3650493622,9.7395986124,21.5788437428,0.858,1.754,0.001,858,1,1754,,
frame5.jpg,0,,0.0725991726,0.0726501942,0.4373805523,0.4376995564,9.7395986124,21.5788437428,0.858,1.754,0.001,858,1,1754,,
frame6.jpg,0,,0.0635359287,0.0635874271,0.500916481,0.5012869835,9.7395986124,21.5788437428,0.858,1.754,0.001,858,1,1754,,
frame7.jpg,0,,0.070712328,0.0707654953,0.571628809,0.5720524788,9.7395986124,21.5788437428,0.858,1.754,0.001,858,1,1754,,
frame8.jpg,0,,0.0621621609,0.0622165203,0.6337909698,0.6342689991,9.7395986124,21.5788437428,0.858,1.754,0.001,858,1,1754,,
frame9.jpg,0,,0.0730526447,0.0731062889,0.7068436146,0.707375288,9.7395986124,21.5788437428,0.858,1.754,0.001,858,1,1754,,
frame10.jpg,0,,0.0668187141,0.0668814182,0.7736623287,0.7742567062,9.7395986124,21.5788437428,0.858,1.754,0.001,858,1,1754,,
frame11.jpg,0,,0.0798101425,0.0798614025,0.8534724712,0.8541181087,9.7395986124,21.5788437428,0.858,1.754,0.001,858,1,1754,,
frame12.jpg,0,,0.0615479946,0.0616016388,0.9150204659,0.9157197475,9.7395986124,21.5788437428,0.858,1.754,0.001,858,1,1754,,
frame13.jpg,0,,0.0688500404,0.0689067841,0.9838705063,0.9846265316,9.7395986124,21.5788437428,0.858,1.754,0.001,858,1,1754,,
frame14.jpg,1,"name:rect,x: 640 ,y: 322,width: 78, height: 203",0.0671231747,0.0674359798,1.050993681,1.0520625114,9.7395986124,21.5788437428,0.858,1.754,0.001,858,1,1754,,
frame15.jpg,1,"name:rect,x: 644 ,y: 327,width: 72, height: 213",0.0776817799,0.0778958797,1.1286754608,1.1299583912,9.7395986124,21.5788437428,0.858,1.754,0.001,858,1,1754,,
frame16.jpg,1,"name:rect,x: 653 ,y: 319,width: 64, height: 192",0.0611286163,0.0613765717,1.1898040771,1.1913349628,9.7395986124,21.5788437428,0.858,1.754,0.001,858,1,1754,,
frame17.jpg,1,"name:rect,x: 655 ,y: 318,width: 62, height: 191",0.0933389664,0.0935688019,1.2831430435,1.2849037647,9.7395986124,21.5788437428,0.858,1.754,0.001,858,1,1754,,
frame18.jpg,1,"name:rect,x: 645 ,y: 316,width: 70, height: 182",0.0665402412,0.0667638779,1.3496832848,1.3516676426,9.7395986124,21.5788437428,0.858,1.754,0.001,858,1,1754,,
frame19.jpg,1,"name:rect,x: 641 ,y: 313,width: 72, height: 181",0.0687563419,0.0689740181,1.4184396267,1.4206416607,9.7395986124,21.5788437428,0.858,1.754,0.001,858,1,1754,,
frame20.jpg,1,"name:rect,x: 632 ,y: 308,width: 79, height: 183",0.0636577606,0.0638906956,1.4820973873,1.4845323563,9.7395986124,21.5788437428,0.858,1.754,0.001,858,1,1754,,
frame21.jpg,1,"name:rect,x: 629 ,y: 305,width: 81, height: 189",0.0735983849,0.0738301277,1.5556957722,1.558362484,9.7395986124,21.5788437428,0.858,1.754,0.001,858,1,1754,,
frame22.jpg,1,"name:rect,x: 623 ,y: 303,width: 86, height: 188",0.0687038898,0.069000721,1.624399662,1.627363205,9.7395986124,21.5788437428,0.858,1.754,0.001,858,1,1754,,
frame23.jpg,1,"name:rect,x: 615 ,y: 300,width: 92, height: 192",0.0753457546,0.075606823,1.6997454166,1.7029700279,9.7395986124,21.5788437428,0.858,1.754,0.001,858,1,1754,,
frame24.jpg,1,"name:rect,x: 612 ,y: 300,width: 94, height: 185",0.0670793056,0.0673666,1.7668247223,1.770336628,9.7395986124,21.5788437428,0.858,1.754,0.001,858,1,1754,,
frame25.jpg,1,"name:rect,x: 600 ,y: 297,width: 99, height: 187",0.0760195255,0.0763063431,1.8428442478,1.846642971,9.7395986124,21.5788437428,0.858,1.754,0.001,858,1,1754,,
frame26.jpg,1,"name:rect,x: 598 ,y: 281,width: 89, height: 200",0.0631175041,0.0633881092,1.9059617519,1.9100310802,9.7395986124,21.5788437428,0.858,1.754,0.001,858,1,1754,,
frame27.jpg,1,"name:rect,x: 601 ,y: 278,width: 78, height: 198",0.0725476742,0.072832346,1.9785094261,1.9828634262,9.7395986124,21.5788437428,0.858,1.754,0.001,858,1,1754,,
frame28.jpg,1,"name:rect,x: 601 ,y: 278,width: 75, height: 190",0.066108942,0.0663816929,2.0446183681,2.0492451191,9.7395986124,21.5788437428,0.858,1.754,0.001,858,1,1754,,
frame29.jpg,1,"name:rect,x: 597 ,y: 275,width: 76, height: 191",0.0847775936,0.0850110054,2.1293959618,2.1342561245,9.7395986124,21.5788437428,0.858,1.754,0.001,858,1,1754,,
frame30.jpg,1,"name:rect,x: 597 ,y: 272,width: 73, height: 186",0.0649502277,0.0652308464,2.1943461895,2.1994869709,9.7395986124,21.5788437428,0.858,1.754,0.001,858,1,1754,,
frame31.jpg,1,"name:rect,x: 595 ,y: 271,width: 74, height: 180",0.0754284859,0.0757193565,2.2697746754,2.2752063274,9.7395986124,21.5788437428,0.858,1.754,0.001,858,1,1754,,
frame32.jpg,1,"name:rect,x: 593 ,y: 266,width: 73, height: 181",0.0658457279,0.0661292076,2.3356204033,2.341335535,9.7395986124,21.5788437428,0.858,1.754,0.001,858,1,1754,,
