#filename,region_count,region_shape_attributes,Detection_time_spent_on_frame (seconds),Total_time_spent_on_frame (seconds),Accumulated_detection_time_spent_on_video(seconds),Accumulated_elapsed_time (seconds),FPS,Mean Precision (%),TP_MEAN,FN_MEAN,FP_MEAN,TP_TOTAL,FP_TOTAL,FN_TOTAL,,precision,recall
frame0.jpg,0,,0.3387739658,0.3388316631,0.3387739658,0.3388316631,0.983103971,38.9741391742,1.764,0.848,0.786,1764,786,848,,0.6917647059,0.6753445636
frame1.jpg,1,"name:rect,x: 444 ,y: 316,width: 191, height: 240",0.3573749065,0.3576438427,0.6961488724,0.6964755058,0.983103971,38.9741391742,1.764,0.848,0.786,1764,786,848,,,
frame2.jpg,1,"name:rect,x: 444 ,y: 316,width: 191, height: 239",0.3233106136,0.3235890865,1.019459486,1.0200645924,0.983103971,38.9741391742,1.764,0.848,0.786,1764,786,848,,,
frame3.jpg,1,"name:rect,x: 443 ,y: 316,width: 192, height: 240",0.3154840469,0.3157205582,1.3349435329,1.3357851505,0.983103971,38.9741391742,1.764,0.848,0.786,1764,786,848,,,
frame4.jpg,1,"name:rect,x: 443 ,y: 316,width: 192, height: 239",0.3453938961,0.3456845284,1.680337429,1.6814696789,0.983103971,38.9741391742,1.764,0.848,0.786,1764,786,848,,,
frame5.jpg,1,"name:rect,x: 443 ,y: 316,width: 192, height: 239",0.3428173065,0.3430783749,2.0231547356,2.0245480537,0.983103971,38.9741391742,1.764,0.848,0.786,1764,786,848,,,
frame6.jpg,0,,0.320759058,0.3208174706,2.3439137936,2.3453655243,0.983103971,38.9741391742,1.764,0.848,0.786,1764,786,848,,,
frame7.jpg,0,,0.3213107586,0.3213715553,2.6652245522,2.6667370796,0.983103971,38.9741391742,1.764,0.848,0.786,1764,786,848,,,
frame8.jpg,0,,0.3186066151,0.3186655045,2.9838311672,2.9854025841,0.983103971,38.9741391742,1.764,0.848,0.786,1764,786,848,,,
frame9.jpg,0,,0.3200731277,0.3201348782,3.303904295,3.3055374622,0.983103971,38.9741391742,1.764,0.848,0.786,1764,786,848,,,
frame10.jpg,0,,0.3229608536,0.3230199814,3.6268651485,3.6285574436,0.983103971,38.9741391742,1.764,0.848,0.786,1764,786,848,,,
frame11.jpg,0,,0.3183503151,0.3184075356,3.9452154636,3.9469649792,0.983103971,38.9741391742,1.764,0.848,0.786,1764,786,848,,,
frame12.jpg,1,"name:rect,x: 645 ,y: 330,width: 73, height: 180",0.3270056248,0.3272349834,4.2722210884,4.2741999626,0.983103971,38.9741391742,1.764,0.848,0.786,1764,786,848,,,
frame13.jpg,2,"name:rect,x: 644 ,y: 332,width: 74, height: 176",0.3214685917,0.3218312263,4.5936896801,4.596031189,0.983103971,38.9741391742,1.764,0.848,0.786,1764,786,848,,,
frame13.jpg,2,"name:rect,x: 612 ,y: 329,width: 77, height: 177",0.3214685917,0.3219716549,4.5936896801,4.9180028439,0.983103971,38.9741391742,1.764,0.848,0.786,1764,786,848,,,
frame14.jpg,2,"name:rect,x: 644 ,y: 329,width: 74, height: 174",0.3185982704,0.3189456463,4.9122879505,5.2369484901,0.983103971,38.9741391742,1.764,0.848,0.786,1764,786,848,,,
frame14.jpg,2,"name:rect,x: 615 ,y: 330,width: 75, height: 175",0.3185982704,0.3190786839,4.9122879505,5.556027174,0.983103971,38.9741391742,1.764,0.848,0.786,1764,786,848,,,
frame15.jpg,2,"name:rect,x: 644 ,y: 325,width: 74, height: 183",0.3233597279,0.3236887455,5.2356476784,5.8797159195,0.983103971,38.9741391742,1.764,0.848,0.786,1764,786,848,,,
frame15.jpg,2,"name:rect,x: 614 ,y: 329,width: 77, height: 180",0.3233597279,0.3238129616,5.2356476784,6.2035288811,0.983103971,38.9741391742,1.764,0.848,0.786,1764,786,848,,,
frame16.jpg,1,"name:rect,x: 643 ,y: 322,width: 76, height: 179",0.3252522945,0.3254821301,5.5608999729,6.5290110111,0.983103971,38.9741391742,1.764,0.848,0.786,1764,786,848,,,
frame17.jpg,1,"name:rect,x: 645 ,y: 316,width: 73, height: 174",0.3256855011,0.3260114193,5.886585474,6.8550224304,0.983103971,38.9741391742,1.764,0.848,0.786,1764,786,848,,,
frame18.jpg,1,"name:rect,x: 639 ,y: 314,width: 79, height: 171",0.3335366249,0.3337903023,6.2201220989,7.1888127327,0.983103971,38.9741391742,1.764,0.848,0.786,1764,786,848,,,
