#filename,region_count,region_shape_attributes,Detection_time_spent_on_frame (seconds),Total_time_spent_on_frame (seconds),Accumulated_detection_time_spent_on_video(seconds),Accumulated_elapsed_time (seconds),FPS,Mean Precision (%),TP_MEAN,FN_MEAN,FP_MEAN,TP_TOTAL,FP_TOTAL,FN_TOTAL,precision,recall
frame0.jpg,0,,0.0717377663,0.0717902184,0.0717377663,0.0717902184,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,1,0.1849157734
frame1.jpg,0,,0.1009545326,0.1010010242,0.1726922989,0.1727912426,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame2.jpg,0,,0.0690126419,0.0690927505,0.2417049408,0.2418839931,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame3.jpg,0,,0.0729825497,0.0730307102,0.3146874905,0.3149147034,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame4.jpg,0,,0.0591626167,0.0592110157,0.3738501072,0.3741257191,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame5.jpg,0,,0.0726447105,0.0726966858,0.4464948177,0.4468224049,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame6.jpg,0,,0.0584504604,0.0585012436,0.5049452782,0.5053236485,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame7.jpg,0,,0.0711555481,0.0712058544,0.5761008263,0.5765295029,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame8.jpg,0,,0.0562124252,0.0562627316,0.6323132515,0.6327922344,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame9.jpg,0,,0.0675320625,0.0675852299,0.699845314,0.7003774643,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame10.jpg,0,,0.0589036942,0.0589518547,0.7587490082,0.759329319,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame11.jpg,0,,0.0669431686,0.0669951439,0.8256921768,0.8263244629,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame12.jpg,0,,0.0703206062,0.0704832077,0.8960127831,0.8968076706,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame13.jpg,0,,0.0767908096,0.0768454075,0.9728035927,0.9736530781,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame14.jpg,0,,0.062390089,0.0624446869,1.0351936817,1.036097765,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame15.jpg,0,,0.0662872791,0.066339016,1.1014809608,1.1024367809,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame16.jpg,0,,0.056763649,0.0568137169,1.1582446098,1.1592504978,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame17.jpg,1,"name:rect,x: 655 ,y: 318,width: 62, height: 191",0.066136837,0.0663616657,1.2243814468,1.2256121635,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame18.jpg,1,"name:rect,x: 645 ,y: 316,width: 70, height: 182",0.0572917461,0.0575139523,1.281673193,1.2831261158,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame19.jpg,1,"name:rect,x: 641 ,y: 313,width: 72, height: 181",0.0690805912,0.0692944527,1.3507537842,1.3524205685,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame20.jpg,1,"name:rect,x: 632 ,y: 308,width: 79, height: 183",0.0559616089,0.0561766624,1.4067153931,1.4085972309,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame21.jpg,1,"name:rect,x: 629 ,y: 305,width: 81, height: 189",0.0704066753,0.0706253052,1.4771220684,1.4792225361,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame22.jpg,1,"name:rect,x: 623 ,y: 303,width: 86, height: 188",0.0555717945,0.0557971001,1.5326938629,1.5350196362,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame23.jpg,1,"name:rect,x: 615 ,y: 300,width: 92, height: 192",0.0700867176,0.0703117847,1.6027805805,1.6053314209,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame24.jpg,1,"name:rect,x: 612 ,y: 300,width: 94, height: 185",0.0630049706,0.0632333755,1.6657855511,1.6685647964,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame25.jpg,1,"name:rect,x: 600 ,y: 297,width: 99, height: 187",0.073923111,0.0741634369,1.739708662,1.7427282333,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame26.jpg,1,"name:rect,x: 598 ,y: 281,width: 89, height: 200",0.0585696697,0.0587940216,1.7982783318,1.8015222549,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame27.jpg,1,"name:rect,x: 601 ,y: 278,width: 78, height: 198",0.0696563721,0.0698904991,1.8679347038,1.8714127541,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame28.jpg,1,"name:rect,x: 601 ,y: 278,width: 75, height: 190",0.060718298,0.0609424114,1.9286530018,1.9323551655,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame29.jpg,1,"name:rect,x: 597 ,y: 275,width: 76, height: 191",0.0685961246,0.068819046,1.9972491264,2.0011742115,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame30.jpg,1,"name:rect,x: 597 ,y: 272,width: 73, height: 186",0.0599377155,0.0601689816,2.057186842,2.0613431931,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame31.jpg,1,"name:rect,x: 595 ,y: 271,width: 74, height: 180",0.0684344769,0.0686647892,2.1256213188,2.1300079823,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame32.jpg,1,"name:rect,x: 593 ,y: 266,width: 73, height: 181",0.058647871,0.058886528,2.1842691898,2.1888945103,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame33.jpg,1,"name:rect,x: 590 ,y: 265,width: 68, height: 179",0.0715451241,0.0717570782,2.2558143139,2.2606515884,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame34.jpg,1,"name:rect,x: 585 ,y: 266,width: 65, height: 175",0.0551128387,0.055341959,2.3109271526,2.3159935474,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame35.jpg,1,"name:rect,x: 579 ,y: 272,width: 68, height: 171",0.0679214001,0.0681564808,2.3788485527,2.3841500282,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame36.jpg,1,"name:rect,x: 562 ,y: 267,width: 81, height: 172",0.0555696487,0.0558152199,2.4344182014,2.4399652481,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame37.jpg,1,"name:rect,x: 555 ,y: 275,width: 86, height: 165",0.0665712357,0.0667848587,2.5009894371,2.5067501068,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame38.jpg,1,"name:rect,x: 552 ,y: 269,width: 86, height: 169",0.0566644669,0.0568978786,2.557653904,2.5636479855,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame39.jpg,1,"name:rect,x: 552 ,y: 273,width: 82, height: 167",0.0682938099,0.068520546,2.6259477139,2.6321685314,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame40.jpg,1,"name:rect,x: 554 ,y: 263,width: 78, height: 179",0.0610396862,0.061259985,2.6869874001,2.6934285164,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame41.jpg,1,"name:rect,x: 552 ,y: 261,width: 76, height: 180",0.0736625195,0.0738897324,2.7606499195,2.7673182487,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame42.jpg,1,"name:rect,x: 550 ,y: 262,width: 73, height: 174",0.0607461929,0.0609724522,2.8213961124,2.8282907009,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame43.jpg,1,"name:rect,x: 548 ,y: 253,width: 66, height: 171",0.0766661167,0.0768902302,2.8980622292,2.9051809311,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame44.jpg,1,"name:rect,x: 544 ,y: 248,width: 65, height: 169",0.0619151592,0.0621335506,2.9599773884,2.9673144817,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame45.jpg,1,"name:rect,x: 538 ,y: 252,width: 68, height: 164",0.0763394833,0.0765855312,3.0363168716,3.043900013,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame46.jpg,1,"name:rect,x: 530 ,y: 249,width: 75, height: 163",0.0609886646,0.0612146854,3.0973055363,3.1051146984,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame47.jpg,1,"name:rect,x: 523 ,y: 244,width: 77, height: 170",0.0753619671,0.0755898952,3.1726675034,3.1807045937,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame48.jpg,1,"name:rect,x: 518 ,y: 240,width: 78, height: 174",0.0607390404,0.0609545708,3.2334065437,3.2416591644,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame49.jpg,1,"name:rect,x: 516 ,y: 243,width: 77, height: 168",0.0682797432,0.0684945583,3.3016862869,3.3101537228,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
frame50.jpg,1,"name:rect,x: 514 ,y: 245,width: 76, height: 165",0.0565779209,0.0568180084,3.3582642078,3.3669717312,12.391708886,12.1905111595,0.483,2.129,0,483,0,2129,,
