#filename,region_count,region_shape_attributes,Detection_time_spent_on_frame (seconds),Total_time_spent_on_frame (seconds),Accumulated_detection_time_spent_on_video(seconds),Accumulated_elapsed_time (seconds),FPS
frame0.jpg,0,,0.3143799304962158,0.3144543170928955,0.3143799304962158,0.3144543170928955,0.9954439646169775
frame1.jpg,1,"name:rect,x: 444 ,y: 316,width: 191, height: 240",0.3549919128417969,0.355302095413208,0.6693718433380127,0.6697564125061035,0.9954439646169775
frame2.jpg,1,"name:rect,x: 444 ,y: 316,width: 191, height: 239",0.3190155029296875,0.3192741870880127,0.9883873462677002,0.9890305995941162,0.9954439646169775
frame3.jpg,1,"name:rect,x: 443 ,y: 316,width: 192, height: 240",0.3196713924407959,0.32001352310180664,1.308058738708496,1.3090441226959229,0.9954439646169775
frame4.jpg,1,"name:rect,x: 443 ,y: 316,width: 192, height: 239",0.3091773986816406,0.30945372581481934,1.6172361373901367,1.6184978485107422,0.9954439646169775
frame5.jpg,1,"name:rect,x: 443 ,y: 316,width: 192, height: 239",0.33583950996398926,0.3360729217529297,1.953075647354126,1.9545707702636719,0.9954439646169775
frame6.jpg,0,,0.3226766586303711,0.32273173332214355,2.275752305984497,2.2773025035858154,0.9954439646169775
frame7.jpg,0,,0.3220326900482178,0.3220958709716797,2.597784996032715,2.599398374557495,0.9954439646169775
frame8.jpg,0,,0.3209092617034912,0.3209652900695801,2.918694257736206,2.920363664627075,0.9954439646169775
frame9.jpg,0,,0.3214895725250244,0.3215451240539551,3.2401838302612305,3.2419087886810303,0.9954439646169775
frame10.jpg,0,,0.3131828308105469,0.31324005126953125,3.5533666610717773,3.5551488399505615,0.9954439646169775
frame11.jpg,0,,0.32291221618652344,0.3229691982269287,3.876278877258301,3.8781180381774902,0.9954439646169775
frame12.jpg,1,"name:rect,x: 645 ,y: 330,width: 73, height: 180",0.3272731304168701,0.3275630474090576,4.203552007675171,4.205681085586548,0.9954439646169775
frame13.jpg,2,"name:rect,x: 644 ,y: 332,width: 74, height: 176",0.31865763664245605,0.31903910636901855,4.522209644317627,4.524720191955566,0.9954439646169775
frame13.jpg,2,"name:rect,x: 612 ,y: 329,width: 77, height: 177",0.31865763664245605,0.3191828727722168,4.522209644317627,4.843903064727783,0.9954439646169775
frame14.jpg,2,"name:rect,x: 644 ,y: 329,width: 74, height: 174",0.31799888610839844,0.3183634281158447,4.840208530426025,5.162266492843628,0.9954439646169775
frame14.jpg,2,"name:rect,x: 615 ,y: 330,width: 75, height: 175",0.31799888610839844,0.3184959888458252,4.840208530426025,5.480762481689453,0.9954439646169775
frame15.jpg,2,"name:rect,x: 644 ,y: 325,width: 74, height: 183",0.32378196716308594,0.3241450786590576,5.163990497589111,5.804907560348511,0.9954439646169775
frame15.jpg,2,"name:rect,x: 614 ,y: 329,width: 77, height: 180",0.32378196716308594,0.32427144050598145,5.163990497589111,6.129179000854492,0.9954439646169775
frame16.jpg,1,"name:rect,x: 643 ,y: 322,width: 76, height: 179",0.3211658000946045,0.32140469551086426,5.485156297683716,6.4505836963653564,0.9954439646169775
frame17.jpg,1,"name:rect,x: 645 ,y: 316,width: 73, height: 174",0.3351314067840576,0.3353703022003174,5.820287704467773,6.785953998565674,0.9954439646169775
frame18.jpg,1,"name:rect,x: 639 ,y: 314,width: 79, height: 171",0.32147645950317383,0.3217318058013916,6.141764163970947,7.107685804367065,0.9954439646169775
frame19.jpg,1,"name:rect,x: 633 ,y: 311,width: 85, height: 172",0.3265659809112549,0.32683229446411133,6.468330144882202,7.434518098831177,0.9954439646169775
frame20.jpg,1,"name:rect,x: 596 ,y: 315,width: 90, height: 169",0.32775139808654785,0.3279836177825928,6.79608154296875,7.7625017166137695,0.9954439646169775
frame21.jpg,1,"name:rect,x: 589 ,y: 311,width: 92, height: 175",0.33444762229919434,0.33472561836242676,7.130529165267944,8.097227334976196,0.9954439646169775
frame22.jpg,1,"name:rect,x: 586 ,y: 307,width: 90, height: 176",0.34262681007385254,0.34291958808898926,7.473155975341797,8.440146923065186,0.9954439646169775
