#filename,region_count,region_shape_attributes,Detection_time_spent_on_frame (seconds),Total_time_spent_on_frame (seconds),Accumulated_detection_time_spent_on_video(seconds),Accumulated_elapsed_time (seconds)
frame0.jpg,0,,0.12540721893310547,0.12547755241394043,0.12540721893310547,0.12547755241394043
frame1.jpg,0,,0.14741945266723633,0.14747405052185059,0.2728266716003418,0.272951602935791
frame2.jpg,0,,0.08745384216308594,0.08752179145812988,0.36028051376342773,0.3604733943939209
frame3.jpg,0,,0.08959341049194336,0.08964323997497559,0.4498739242553711,0.4501166343688965
frame4.jpg,0,,0.07051467895507812,0.07056403160095215,0.5203886032104492,0.5206806659698486
frame5.jpg,0,,0.10723710060119629,0.10728764533996582,0.6276257038116455,0.6279683113098145
frame6.jpg,0,,0.09836721420288086,0.09964799880981445,0.7259929180145264,0.7276163101196289
frame7.jpg,0,,0.12187314033508301,0.12205934524536133,0.8478660583496094,0.8496756553649902
frame8.jpg,0,,0.12990069389343262,0.12995409965515137,0.977766752243042,0.9796297550201416
frame9.jpg,0,,0.11211729049682617,0.11217093467712402,1.0898840427398682,1.0918006896972656
frame10.jpg,0,,0.12163710594177246,0.12169265747070312,1.2115211486816406,1.2134933471679688
frame11.jpg,0,,0.11403918266296387,0.11410069465637207,1.3255603313446045,1.3275940418243408
frame12.jpg,0,,0.11761903762817383,0.11767268180847168,1.4431793689727783,1.4452667236328125
frame13.jpg,0,,0.1410973072052002,0.14117217063903809,1.5842766761779785,1.5864388942718506
frame14.jpg,0,,0.12320566177368164,0.12328338623046875,1.7074823379516602,1.7097222805023193
frame15.jpg,0,,0.14501714706420898,0.1450963020324707,1.8524994850158691,1.85481858253479
frame16.jpg,0,,0.07065916061401367,0.07071161270141602,1.9231586456298828,1.925530195236206
frame17.jpg,0,,0.08867335319519043,0.08872270584106445,2.0118319988250732,2.0142529010772705
frame18.jpg,0,,0.07079577445983887,0.07084941864013672,2.082627773284912,2.0851023197174072
frame19.jpg,0,,0.09078145027160645,0.09083247184753418,2.1734092235565186,2.1759347915649414
frame20.jpg,0,,0.07291197776794434,0.07296395301818848,2.246321201324463,2.24889874458313
frame21.jpg,0,,0.10046744346618652,0.10051774978637695,2.3467886447906494,2.349416494369507
frame22.jpg,0,,0.07942557334899902,0.07947397232055664,2.4262142181396484,2.4288904666900635
frame23.jpg,0,,0.12335062026977539,0.12343478202819824,2.549564838409424,2.5523252487182617
frame24.jpg,0,,0.07559967041015625,0.07564735412597656,2.62516450881958,2.6279726028442383
frame25.jpg,0,,0.09971952438354492,0.09977173805236816,2.724884033203125,2.7277443408966064
frame26.jpg,0,,0.08474040031433105,0.08478856086730957,2.809624433517456,2.812532901763916
frame27.jpg,0,,0.10105538368225098,0.10111045837402344,2.910679817199707,2.9136433601379395
frame28.jpg,0,,0.07228302955627441,0.07233929634094238,2.9829628467559814,2.985982656478882
frame29.jpg,0,,0.08635902404785156,0.08640742301940918,3.069321870803833,3.072390079498291
