#filename,region_count,region_shape_attributes,Detection_time_spent_on_frame (seconds),Total_time_spent_on_frame (seconds),Accumulated_detection_time_spent_on_video(seconds),Accumulated_elapsed_time (seconds),FPS,Mean Precision (%),TP_MEAN,FN_MEAN,FP_MEAN,TP_TOTAL,FP_TOTAL,FN_TOTAL,precision,recall
frame0.jpg,0,,0.0685150623,0.0685665607,0.0685150623,0.0685665607,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,1,0.0401990812
frame1.jpg,0,,0.105850935,0.1059000492,0.1743659973,0.17446661,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame2.jpg,0,,0.0652229786,0.0652766228,0.2395889759,0.2397432327,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame3.jpg,0,,0.0710420609,0.071089983,0.3106310368,0.3108332157,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame4.jpg,0,,0.0604228973,0.0604786873,0.3710539341,0.371311903,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame5.jpg,0,,0.0756394863,0.075688839,0.4466934204,0.447000742,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame6.jpg,0,,0.0595316887,0.0595815182,0.5062251091,0.5065822601,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame7.jpg,0,,0.0720391273,0.0720877647,0.5782642365,0.5786700249,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame8.jpg,0,,0.06239748,0.0624508858,0.6406617165,0.6411209106,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame9.jpg,0,,0.088108778,0.0881752968,0.7287704945,0.7292962074,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame10.jpg,0,,0.0702564716,0.070315361,0.7990269661,0.7996115685,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame11.jpg,0,,0.0743710995,0.0744259357,0.8733980656,0.8740375042,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame12.jpg,0,,0.0656776428,0.0657329559,0.9390757084,0.9397704601,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame13.jpg,0,,0.0720226765,0.0720734596,1.0110983849,1.0118439198,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame14.jpg,0,,0.062253952,0.0623061657,1.0733523369,1.0741500854,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame15.jpg,0,,0.0719468594,0.0720005035,1.1452991962,1.146150589,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame16.jpg,0,,0.0641355515,0.0641989708,1.2094347477,1.2103495598,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame17.jpg,0,,0.0790841579,0.0791361332,1.2885189056,1.289485693,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame18.jpg,0,,0.0642290115,0.0642812252,1.3527479172,1.3537669182,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame19.jpg,1,"name:rect,x: 641 ,y: 313,width: 72, height: 181",0.0736203194,0.073849678,1.4263682365,1.4276165962,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame20.jpg,1,"name:rect,x: 632 ,y: 308,width: 79, height: 183",0.0626723766,0.0629169941,1.4890406132,1.4905335903,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame21.jpg,1,"name:rect,x: 629 ,y: 305,width: 81, height: 189",0.0773630142,0.0776033401,1.5664036274,1.5681369305,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame22.jpg,1,"name:rect,x: 623 ,y: 303,width: 86, height: 188",0.0682861805,0.0685305595,1.6346898079,1.63666749,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame23.jpg,1,"name:rect,x: 615 ,y: 300,width: 92, height: 192",0.0787477493,0.0789985657,1.7134375572,1.7156660557,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame24.jpg,1,"name:rect,x: 612 ,y: 300,width: 94, height: 185",0.0639367104,0.0642032623,1.7773742676,1.779869318,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame25.jpg,0,,0.0732748508,0.073328495,1.8506491184,1.853197813,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame26.jpg,1,"name:rect,x: 598 ,y: 281,width: 89, height: 200",0.0630764961,0.0633666515,1.9137256145,1.9165644646,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame27.jpg,0,,0.0724201202,0.0724744797,1.9861457348,1.9890389442,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame28.jpg,0,,0.0687170029,0.0687890053,2.0548627377,2.0578279495,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame29.jpg,0,,0.0758516788,0.0759057999,2.1307144165,2.1337337494,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame30.jpg,1,"name:rect,x: 597 ,y: 272,width: 73, height: 186",0.0702466965,0.0705156326,2.200961113,2.204249382,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame31.jpg,1,"name:rect,x: 595 ,y: 271,width: 74, height: 180",0.0785179138,0.0787889957,2.2794790268,2.2830383778,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame32.jpg,1,"name:rect,x: 593 ,y: 266,width: 73, height: 181",0.0672228336,0.0675213337,2.3467018604,2.3505597115,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame33.jpg,1,"name:rect,x: 590 ,y: 265,width: 68, height: 179",0.0796835423,0.0799176693,2.4263854027,2.4304773808,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame34.jpg,1,"name:rect,x: 585 ,y: 266,width: 65, height: 175",0.0687932968,0.0690908432,2.4951786995,2.499568224,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame35.jpg,0,,0.0764904022,0.0765414238,2.5716691017,2.5761096478,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame36.jpg,0,,0.0736253262,0.0736846924,2.6452944279,2.6497943401,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame37.jpg,1,"name:rect,x: 555 ,y: 275,width: 86, height: 165",0.0812819004,0.0815241337,2.7265763283,2.7313184738,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame38.jpg,1,"name:rect,x: 552 ,y: 269,width: 86, height: 169",0.0630588531,0.0633175373,2.7896351814,2.7946360111,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame39.jpg,1,"name:rect,x: 552 ,y: 273,width: 82, height: 167",0.0755777359,0.0758402348,2.8652129173,2.8704762459,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame40.jpg,1,"name:rect,x: 554 ,y: 263,width: 78, height: 179",0.065943718,0.066246748,2.9311566353,2.9367229939,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame41.jpg,1,"name:rect,x: 552 ,y: 261,width: 76, height: 180",0.0768113136,0.0770344734,3.0079679489,3.0137574673,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame42.jpg,1,"name:rect,x: 550 ,y: 262,width: 73, height: 174",0.0625100136,0.0627698898,3.0704779625,3.0765273571,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame43.jpg,0,,0.1142632961,0.1143784523,3.1847412586,3.1909058094,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame44.jpg,0,,0.1145906448,0.1146485806,3.2993319035,3.30555439,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame45.jpg,0,,0.0621418953,0.0621926785,3.3614737988,3.3677470684,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame46.jpg,1,"name:rect,x: 530 ,y: 249,width: 75, height: 163",0.0706107616,0.0708334446,3.4320845604,3.438580513,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame47.jpg,1,"name:rect,x: 523 ,y: 244,width: 77, height: 170",0.0600209236,0.0602765083,3.492105484,3.4988570213,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame48.jpg,1,"name:rect,x: 518 ,y: 240,width: 78, height: 174",0.0767104626,0.0769722462,3.5688159466,3.5758292675,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame49.jpg,1,"name:rect,x: 516 ,y: 243,width: 77, height: 168",0.0669517517,0.0671854019,3.6357676983,3.6430146694,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame50.jpg,1,"name:rect,x: 514 ,y: 245,width: 76, height: 165",0.0725803375,0.0728156567,3.7083480358,3.7158303261,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
frame51.jpg,1,"name:rect,x: 512 ,y: 241,width: 72, height: 170",0.0631043911,0.0633425713,3.7714524269,3.7791728973,11.2334525647,2.9470897901,0.105,2.507,0,105,0,2507,,
