#filename,region_count,region_shape_attributes,Detection_time_spent_on_frame (seconds),Total_time_spent_on_frame (seconds),Accumulated_detection_time_spent_on_video(seconds),Accumulated_elapsed_time (seconds),FPS,Mean Precision (%),TP,FN,FP,TP_MEAN,FN_MEAN,FP_MEAN,TP_TOTAL,FP_TOTAL,FN_TOTAL,Number_of_objects,,,Precision,Recall
frame0.jpg,0,,0.1042375565,0.1043159962,0.1042375565,0.1043159962,9.6790265907,7.6874193166,0,0,0,0.1344165436,0.7156573117,0.0073855244,364,20,1938,2322,,,0.9479166667,0.158123371
frame1.jpg,0,,0.1625628471,0.1626281738,0.2668004036,0.26694417,9.6790265907,7.6874193166,0,0,0,0.1344165436,0.7156573117,0.0073855244,364,20,1938,2322,,,,
frame2.jpg,0,,0.1228182316,0.1228880882,0.3896186352,0.3898322582,9.6790265907,7.6874193166,0,0,0,0.1344165436,0.7156573117,0.0073855244,364,20,1938,2322,,,,
frame3.jpg,0,,0.0730519295,0.0731010437,0.4626705647,0.4629333019,9.6790265907,7.6874193166,0,0,0,0.1344165436,0.7156573117,0.0073855244,364,20,1938,2322,,,,
frame4.jpg,0,,0.0905952454,0.0906486511,0.55326581,0.553581953,9.6790265907,7.6874193166,0,0,0,0.1344165436,0.7156573117,0.0073855244,364,20,1938,2322,,,,
frame5.jpg,0,,0.0728309155,0.0728816986,0.6260967255,0.6264636517,9.6790265907,7.6874193166,0,0,0,0.1344165436,0.7156573117,0.0073855244,364,20,1938,2322,,,,
frame6.jpg,0,,0.0872907639,0.0873436928,0.7133874893,0.7138073444,9.6790265907,7.6874193166,0,0,0,0.1344165436,0.7156573117,0.0073855244,364,20,1938,2322,,,,
frame7.jpg,0,,0.0697805882,0.0698339939,0.7831680775,0.7836413383,9.6790265907,7.6874193166,0,0,0,0.1344165436,0.7156573117,0.0073855244,364,20,1938,2322,,,,
frame8.jpg,0,,0.0890367031,0.089086771,0.8722047806,0.8727281094,9.6790265907,7.6874193166,0,0,0,0.1344165436,0.7156573117,0.0073855244,364,20,1938,2322,,,,
frame9.jpg,0,,0.0818586349,0.0819106102,0.9540634155,0.9546387196,9.6790265907,7.6874193166,0,0,0,0.1344165436,0.7156573117,0.0073855244,364,20,1938,2322,,,,
frame10.jpg,0,,0.0881249905,0.0881755352,1.042188406,1.0428142548,9.6790265907,7.6874193166,0,0,0,0.1344165436,0.7156573117,0.0073855244,364,20,1938,2322,,,,
frame11.jpg,0,,0.0688290596,0.0688831806,1.1110174656,1.1116974354,9.6790265907,7.6874193166,0,0,0,0.1344165436,0.7156573117,0.0073855244,364,20,1938,2322,,,,
frame12.jpg,0,,0.0890910625,0.089142561,1.2001085281,1.2008399963,9.6790265907,7.6874193166,0,0,0,0.1344165436,0.7156573117,0.0073855244,364,20,1938,2322,,,,
frame13.jpg,0,,0.0681722164,0.068223238,1.2682807446,1.2690632343,9.6790265907,7.6874193166,0,0,0,0.1344165436,0.7156573117,0.0073855244,364,20,1938,2322,,,,
frame14.jpg,0,,0.0899348259,0.0899848938,1.3582155704,1.3590481281,9.6790265907,7.6874193166,0,0,0,0.1344165436,0.7156573117,0.0073855244,364,20,1938,2322,,,,
