#filename,region_count,region_shape_attributes,Detection_time_spent_on_frame (seconds),Total_time_spent_on_frame (seconds),Accumulated_detection_time_spent_on_video(seconds),Accumulated_elapsed_time (seconds),FPS,Mean Precision (%),TP_MEAN,FN_MEAN,FP_MEAN,TP_TOTAL,FP_TOTAL,FN_TOTAL,precision,recall
frame0.jpg,0,,0.0695095062,0.0695745945,0.0695095062,0.0695745945,9.3214386707,27.0204977462,1.067,1.545,0.002,1067,2,1545,0.9981290926,0.4084992343
frame1.jpg,0,,0.0960762501,0.0961403847,0.1655857563,0.1657149792,9.3214386707,27.0204977462,1.067,1.545,0.002,1067,2,1545,,
frame2.jpg,0,,0.0645914078,0.0646388531,0.2301771641,0.2303538322,9.3214386707,27.0204977462,1.067,1.545,0.002,1067,2,1545,,
frame3.jpg,0,,0.067969799,0.0680189133,0.2981469631,0.2983727455,9.3214386707,27.0204977462,1.067,1.545,0.002,1067,2,1545,,
frame4.jpg,0,,0.0570762157,0.0571229458,0.3552231789,0.3554956913,9.3214386707,27.0204977462,1.067,1.545,0.002,1067,2,1545,,
frame5.jpg,0,,0.06848979,0.0685408115,0.4237129688,0.4240365028,9.3214386707,27.0204977462,1.067,1.545,0.002,1067,2,1545,,
frame6.jpg,0,,0.0599222183,0.0599751472,0.4836351871,0.4840116501,9.3214386707,27.0204977462,1.067,1.545,0.002,1067,2,1545,,
frame7.jpg,0,,0.0691056252,0.0691554546,0.5527408123,0.5531671047,9.3214386707,27.0204977462,1.067,1.545,0.002,1067,2,1545,,
frame8.jpg,0,,0.0609285831,0.0609817505,0.6136693954,0.6141488552,9.3214386707,27.0204977462,1.067,1.545,0.002,1067,2,1545,,
frame9.jpg,0,,0.0713448524,0.0713942051,0.6850142479,0.6855430603,9.3214386707,27.0204977462,1.067,1.545,0.002,1067,2,1545,,
frame10.jpg,0,,0.0657525063,0.0658051968,0.7507667542,0.7513482571,9.3214386707,27.0204977462,1.067,1.545,0.002,1067,2,1545,,
frame11.jpg,0,,0.070941925,0.0709910393,0.8217086792,0.8223392963,9.3214386707,27.0204977462,1.067,1.545,0.002,1067,2,1545,,
frame12.jpg,0,,0.0603015423,0.0603563786,0.8820102215,0.8826956749,9.3214386707,27.0204977462,1.067,1.545,0.002,1067,2,1545,,
frame13.jpg,0,,0.0710127354,0.0710675716,0.9530229568,0.9537632465,9.3214386707,27.0204977462,1.067,1.545,0.002,1067,2,1545,,
frame14.jpg,1,"name:rect,x: 640 ,y: 322,width: 78, height: 203",0.0628216267,0.0630881786,1.0158445835,1.0168514252,9.3214386707,27.0204977462,1.067,1.545,0.002,1067,2,1545,,
frame15.jpg,1,"name:rect,x: 644 ,y: 327,width: 72, height: 213",0.069406271,0.0696673393,1.0852508545,1.0865187645,9.3214386707,27.0204977462,1.067,1.545,0.002,1067,2,1545,,
frame16.jpg,1,"name:rect,x: 653 ,y: 319,width: 64, height: 192",0.0795667171,0.0798027515,1.1648175716,1.166321516,9.3214386707,27.0204977462,1.067,1.545,0.002,1067,2,1545,,
frame17.jpg,1,"name:rect,x: 655 ,y: 318,width: 62, height: 191",0.074650526,0.0749297142,1.2394680977,1.2412512302,9.3214386707,27.0204977462,1.067,1.545,0.002,1067,2,1545,,
frame18.jpg,1,"name:rect,x: 645 ,y: 316,width: 70, height: 182",0.0633244514,0.063586235,1.3027925491,1.3048374653,9.3214386707,27.0204977462,1.067,1.545,0.002,1067,2,1545,,
frame19.jpg,1,"name:rect,x: 641 ,y: 313,width: 72, height: 181",0.0709848404,0.0712585449,1.3737773895,1.3760960102,9.3214386707,27.0204977462,1.067,1.545,0.002,1067,2,1545,,
frame20.jpg,1,"name:rect,x: 632 ,y: 308,width: 79, height: 183",0.0619807243,0.0622560978,1.4357581139,1.438352108,9.3214386707,27.0204977462,1.067,1.545,0.002,1067,2,1545,,
