#filename,region_count,region_shape_attributes,Detection_time_spent_on_frame (seconds),Total_time_spent_on_frame (seconds),Accumulated_detection_time_spent_on_video(seconds),Accumulated_elapsed_time (seconds),FPS,Precision (%),Mean Precision (%),Histogram Limits,HistogramDetection_time_spent_on_frame (seconds),Histogram Total_time_spent_on_frame (seconds)
frame0.jpg,0,,0.9085416794,0.9087934494,0.9085416794,0.9087934494,0.8474104852,0,13.1822671427,0.75,1,0
frame1.jpg,0,,0.8001558781,0.8004016876,1.7086975574,1.709195137,0.8474104852,100,13.1822671427,0.755,2,1
frame2.jpg,0,,0.7933125496,0.7935583591,2.502010107,2.5027534962,0.8474104852,100,13.1822671427,0.76,7,3
frame3.jpg,0,,0.7725510597,0.7728016376,3.2745611668,3.2755551338,0.8474104852,100,13.1822671427,0.765,10,11
frame4.jpg,0,,0.8072395325,0.8074846268,4.0818006992,4.0830397606,0.8474104852,100,13.1822671427,0.77,16,11
frame5.jpg,0,,0.8772161007,0.8774619102,4.9590167999,4.9605016708,0.8474104852,100,13.1822671427,0.775,53,18
frame6.jpg,0,,0.7951788902,0.7954206467,5.7541956902,5.7559223175,0.8474104852,100,13.1822671427,0.78,28,50
frame7.jpg,0,,0.7873899937,0.7876381874,6.5415856838,6.5435605049,0.8474104852,100,13.1822671427,0.785,16,21
frame8.jpg,0,,0.8620307446,0.8622786999,7.4036164284,7.4058392048,0.8474104852,100,13.1822671427,0.79,20,23
frame9.jpg,0,,0.7989807129,0.7992320061,8.2025971413,8.2050712109,0.8474104852,100,13.1822671427,0.795,20,18
frame10.jpg,0,,0.7713024616,0.7715480328,8.9738996029,8.9766192436,0.8474104852,100,13.1822671427,0.8,13,22
frame11.jpg,0,,0.7692117691,0.7694797516,9.743111372,9.7460989952,0.8474104852,100,13.1822671427,0.805,22,9
frame12.jpg,0,,0.8287107944,0.8289506435,10.5718221664,10.5750496387,0.8474104852,100,13.1822671427,0.81,6,18
frame13.jpg,0,,0.7934885025,0.7937393188,11.3653106689,11.3687889576,0.8474104852,0,13.1822671427,0.815,25,12
frame14.jpg,0,,0.7691648006,0.7694060802,12.1344754696,12.1381950378,0.8474104852,0,13.1822671427,0.82,18,16
frame15.jpg,0,,0.8346488476,0.8348889351,12.9691243172,12.9730839729,0.8474104852,0,13.1822671427,0.825,1,22
frame16.jpg,0,,0.7568337917,0.7570831776,13.7259581089,13.7301671505,0.8474104852,0,13.1822671427,0.83,3,4
frame17.jpg,0,,0.7692358494,0.7694876194,14.4951939583,14.4996547699,0.8474104852,0,13.1822671427,0.835,6,5
frame18.jpg,0,,0.7752702236,0.7755126953,15.2704641819,15.2751674652,0.8474104852,0,13.1822671427,0.84,4,3
frame19.jpg,0,,0.7867424488,0.7869877815,16.0572066307,16.0621552467,0.8474104852,0,13.1822671427,0.845,4,6
frame20.jpg,0,,0.7664864063,0.7666995525,16.823693037,16.8288547993,0.8474104852,0,13.1822671427,0.85,6,6
frame21.jpg,0,,0.8133895397,0.8136017323,17.6370825768,17.6424565315,0.8474104852,0,13.1822671427,0.855,2,4
frame22.jpg,0,,0.7850916386,0.7853386402,18.4221742153,18.4277951717,0.8474104852,0,13.1822671427,0.86,4,4
frame23.jpg,0,,0.7966544628,0.7968950272,19.2188286781,19.2246901989,0.8474104852,0,13.1822671427,0.865,3,1
frame24.jpg,0,,0.8454904556,0.8457348347,20.0643191338,20.0704250336,0.8474104852,0,13.1822671427,0.87,1,2
frame25.jpg,0,,0.7953822613,0.7956297398,20.859701395,20.8660547733,0.8474104852,0,13.1822671427,0.875,5,2
frame26.jpg,0,,0.7752950191,0.7755384445,21.6349964142,21.6415932178,0.8474104852,0,13.1822671427,0.88,6,10
frame27.jpg,0,,0.7710464001,0.7712957859,22.4060428143,22.4128890038,0.8474104852,0,13.1822671427,0.885,5,2
frame28.jpg,0,,0.7621295452,0.7624044418,23.1681723595,23.1752934456,0.8474104852,0,13.1822671427,0.89,0,3
frame29.jpg,1,"name:rect,x: 645 ,y: 269,width: 71, height: 190",0.7688689232,0.7704021931,23.9370412827,23.9456956387,0.8474104852,26.8152840704,13.1822671427,0.895,7,4
frame30.jpg,1,"name:rect,x: 645 ,y: 270,width: 71, height: 177",0.7836163044,0.7851614952,24.7206575871,24.7308571339,0.8474104852,19.7768762677,13.1822671427,0.9,5,6
frame31.jpg,1,"name:rect,x: 644 ,y: 272,width: 74, height: 164",0.7704558372,0.7719635963,25.4911134243,25.5028207302,0.8474104852,20.1818109642,13.1822671427,0.905,5,6
frame32.jpg,1,"name:rect,x: 639 ,y: 267,width: 76, height: 161",0.7670166492,0.7685217857,26.2581300735,26.2713425159,0.8474104852,20.4258018475,13.1822671427,0.91,3,4
frame33.jpg,1,"name:rect,x: 636 ,y: 265,width: 76, height: 164",0.7749505043,0.776409626,27.0330805779,27.047752142,0.8474104852,16.2993691124,13.1822671427,0.915,4,3
frame34.jpg,1,"name:rect,x: 628 ,y: 268,width: 83, height: 163",0.7598536015,0.761474371,27.7929341793,27.8092265129,0.8474104852,19.288249989,13.1822671427,0.92,3,3
frame35.jpg,1,"name:rect,x: 618 ,y: 267,width: 91, height: 161",0.7731034756,0.7747247219,28.5660376549,28.5839512348,0.8474104852,24.7412429379,13.1822671427,0.925,6,4
frame36.jpg,1,"name:rect,x: 600 ,y: 261,width: 107, height: 163",0.846316576,0.8480682373,29.4123542309,29.4320194721,0.8474104852,0,13.1822671427,0.93,3,6
frame37.jpg,1,"name:rect,x: 587 ,y: 262,width: 115, height: 162",0.7849149704,0.786648035,30.1972692013,30.2186675072,0.8474104852,31.3166106091,13.1822671427,0.935,5,1
frame38.jpg,1,"name:rect,x: 584 ,y: 258,width: 113, height: 165",0.8186545372,0.8203673363,31.0159237385,31.0390348434,0.8474104852,0,13.1822671427,0.94,6,9
frame39.jpg,1,"name:rect,x: 586 ,y: 261,width: 107, height: 161",0.79474473,0.7964537144,31.8106684685,31.8354885578,0.8474104852,36.8131044306,13.1822671427,0.945,6,7
frame40.jpg,1,"name:rect,x: 588 ,y: 259,width: 99, height: 160",0.7971732616,0.7989537716,32.6078417301,32.6344423294,0.8474104852,0,13.1822671427,0.95,4,4
frame41.jpg,1,"name:rect,x: 590 ,y: 261,width: 91, height: 156",0.7688179016,0.7705760002,33.3766596317,33.4050183296,0.8474104852,38.5900919343,13.1822671427,0.955,4,4
frame42.jpg,1,"name:rect,x: 590 ,y: 260,width: 84, height: 153",0.7788171768,0.7805755138,34.1554768085,34.1855938435,0.8474104852,0,13.1822671427,0.96,10,5
frame43.jpg,1,"name:rect,x: 584 ,y: 248,width: 85, height: 162",0.7630622387,0.7647769451,34.9185390472,34.9503707886,0.8474104852,37.8149032087,13.1822671427,0.965,7,11
frame44.jpg,1,"name:rect,x: 579 ,y: 248,width: 86, height: 165",0.7733442783,0.7751452923,35.6918833256,35.7255160809,0.8474104852,0,13.1822671427,0.97,5,5
frame45.jpg,1,"name:rect,x: 571 ,y: 245,width: 90, height: 164",0.7746789455,0.7764379978,36.4665622711,36.5019540787,0.8474104852,30.4114490161,13.1822671427,0.975,12,13
frame46.jpg,1,"name:rect,x: 562 ,y: 243,width: 94, height: 157",0.7890021801,0.7906820774,37.2555644512,37.2926361561,0.8474104852,0,13.1822671427,0.98,6,5
frame47.jpg,1,"name:rect,x: 557 ,y: 242,width: 94, height: 162",0.7935357094,0.7952163219,38.0491001606,38.087852478,0.8474104852,29.7385620915,13.1822671427,0.985,4,4
frame48.jpg,1,"name:rect,x: 551 ,y: 242,width: 95, height: 161",0.7855455875,0.7872550488,38.8346457481,38.8751075268,0.8474104852,0,13.1822671427,0.99,8,8
frame49.jpg,1,"name:rect,x: 547 ,y: 241,width: 93, height: 161",0.774214983,0.7769429684,39.6088607311,39.6520504951,0.8474104852,30.5912596401,13.1822671427,0.995,4,5
frame50.jpg,1,"name:rect,x: 543 ,y: 244,width: 92, height: 158",0.7746901512,0.7764143944,40.3835508823,40.4284648895,0.8474104852,0,13.1822671427,1,7,7
frame51.jpg,1,"name:rect,x: 540 ,y: 240,width: 88, height: 162",0.8043718338,0.8063235283,41.1879227161,41.2347884178,0.8474104852,27.7456647399,13.1822671427,1.005,6,5
frame52.jpg,1,"name:rect,x: 535 ,y: 241,width: 91, height: 160",0.8066835403,0.8086795807,41.9946062565,42.0434679985,0.8474104852,0,13.1822671427,1.01,5,6
frame53.jpg,1,"name:rect,x: 532 ,y: 239,width: 91, height: 161",0.7899284363,0.7916653156,42.7845346928,42.8351333141,0.8474104852,28.3292978208,13.1822671427,1.015,11,9
frame54.jpg,1,"name:rect,x: 528 ,y: 239,width: 90, height: 157",0.8316011429,0.8333330154,43.6161358356,43.6684663296,0.8474104852,0,13.1822671427,1.02,12,12
frame55.jpg,1,"name:rect,x: 525 ,y: 233,width: 90, height: 158",0.7685496807,0.7703881264,44.3846855164,44.4388544559,0.8474104852,34.1579018643,13.1822671427,1.025,6,7
frame56.jpg,1,"name:rect,x: 525 ,y: 230,width: 80, height: 157",0.8188359737,0.8206470013,45.2035214901,45.2595014572,0.8474104852,0,13.1822671427,1.03,6,6
frame57.jpg,1,"name:rect,x: 523 ,y: 230,width: 78, height: 146",0.759765625,0.7616832256,45.9632871151,46.0211846828,0.8474104852,32.5961364867,13.1822671427,1.035,7,8
frame58.jpg,1,"name:rect,x: 522 ,y: 225,width: 76, height: 147",0.7700679302,0.7717859745,46.7333550453,46.7929706573,0.8474104852,0,13.1822671427,1.04,5,4
frame59.jpg,1,"name:rect,x: 521 ,y: 223,width: 70, height: 149",0.7821211815,0.7838029861,47.5154762268,47.5767736435,0.8474104852,38.2748077458,13.1822671427,1.045,10,8
frame60.jpg,1,"name:rect,x: 518 ,y: 223,width: 65, height: 146",0.7498481274,0.7515292168,48.2653243542,48.3283028603,0.8474104852,0,13.1822671427,1.05,12,11
frame61.jpg,2,"name:rect,x: 512 ,y: 222,width: 66, height: 150",0.7717559338,0.7746841908,49.0370802879,49.102987051,0.8474104852,32.9023945977,13.1822671427,1.055,8,11
frame61.jpg,2,"name:rect,x: 511 ,y: 463,width: 99, height: 110",0.7717559338,0.7761926651,49.0370802879,49.8791797161,0.8474104852,0,13.1822671427,1.06,14,10
frame62.jpg,2,"name:rect,x: 501 ,y: 222,width: 79, height: 147",0.7748887539,0.7776739597,49.8119690418,50.6568536758,0.8474104852,35.0045658129,13.1822671427,1.065,11,13
frame62.jpg,2,"name:rect,x: 506 ,y: 460,width: 106, height: 112",0.7748887539,0.7782306671,49.8119690418,51.435084343,0.8474104852,0,13.1822671427,1.07,13,11
frame63.jpg,1,"name:rect,x: 483 ,y: 222,width: 90, height: 146",0.7595794201,0.7613780499,50.5715484619,52.1964623928,0.8474104852,38.644804783,13.1822671427,1.075,13,15
frame64.jpg,2,"name:rect,x: 482 ,y: 224,width: 87, height: 142",0.7643494606,0.7672688961,51.3358979225,52.9637312889,0.8474104852,0,13.1822671427,1.08,16,18
frame64.jpg,2,"name:rect,x: 492 ,y: 448,width: 111, height: 126",0.7643494606,0.7678079605,51.3358979225,53.7315392494,0.8474104852,38.4552177486,13.1822671427,1.085,15,12
frame65.jpg,2,"name:rect,x: 477 ,y: 439,width: 114, height: 133",0.776736021,0.7797584534,52.1126339436,54.5112977028,0.8474104852,0,13.1822671427,1.09,17,16
frame65.jpg,2,"name:rect,x: 479 ,y: 221,width: 87, height: 147",0.776736021,0.7803177834,52.1126339436,55.2916154861,0.8474104852,36.308623298,13.1822671427,1.095,16,19
frame66.jpg,2,"name:rect,x: 481 ,y: 219,width: 80, height: 148",0.8178992271,0.8209311962,52.9305331707,56.1125466824,0.8474104852,0,13.1822671427,1.1,10,8
frame66.jpg,2,"name:rect,x: 461 ,y: 430,width: 116, height: 144",0.8178992271,0.8226475716,52.9305331707,56.9351942539,0.8474104852,39.4625754618,13.1822671427,1.105,24,20
frame67.jpg,2,"name:rect,x: 483 ,y: 219,width: 75, height: 143",0.7657234669,0.7688548565,53.6962566376,57.7040491104,0.8474104852,0,13.1822671427,1.11,15,18
frame67.jpg,2,"name:rect,x: 455 ,y: 432,width: 108, height: 141",0.7657234669,0.7706553936,53.6962566376,58.474704504,0.8474104852,43.1604891459,13.1822671427,1.115,16,15
frame68.jpg,2,"name:rect,x: 480 ,y: 214,width: 75, height: 143",0.7948021889,0.7978618145,54.4910588264,59.2725663185,0.8474104852,0,13.1822671427,1.12,26,25
frame68.jpg,2,"name:rect,x: 451 ,y: 428,width: 97, height: 145",0.7948021889,0.7994432449,54.4910588264,60.0720095634,0.8474104852,0,13.1822671427,1.125,18,20
frame69.jpg,2,"name:rect,x: 472 ,y: 207,width: 73, height: 146",0.7908704281,0.7939977646,55.2819292545,60.866007328,0.8474104852,45.7984406584,13.1822671427,1.13,21,20
frame69.jpg,2,"name:rect,x: 434 ,y: 422,width: 99, height: 151",0.7908704281,0.7945387363,55.2819292545,61.6605460644,0.8474104852,0,13.1822671427,1.135,27,24
frame70.jpg,2,"name:rect,x: 468 ,y: 208,width: 69, height: 141",0.7794961929,0.7825500965,56.0614254475,62.4430961609,0.8474104852,0,13.1822671427,1.14,29,27
frame70.jpg,2,"name:rect,x: 429 ,y: 417,width: 93, height: 154",0.7794961929,0.7842674255,56.0614254475,63.2273635864,0.8474104852,44.3100493902,13.1822671427,1.145,27,29
frame71.jpg,1,"name:rect,x: 463 ,y: 206,width: 69, height: 142",0.7619431019,0.7637693882,56.8233685493,63.9911329746,0.8474104852,0,13.1822671427,1.15,26,26
frame72.jpg,1,"name:rect,x: 457 ,y: 201,width: 77, height: 150",0.7789111137,0.7804708481,57.6022796631,64.7716038227,0.8474104852,0,13.1822671427,1.155,27,31
frame73.jpg,2,"name:rect,x: 599 ,y: 385,width: 80, height: 153",0.7740917206,0.7771322727,58.3763713837,65.5487360954,0.8474104852,0,13.1822671427,1.16,21,22
frame73.jpg,2,"name:rect,x: 457 ,y: 199,width: 70, height: 148",0.7740917206,0.777684927,58.3763713837,66.3264210224,0.8474104852,29.6938557054,13.1822671427,1.165,19,18
frame74.jpg,3,"name:rect,x: 451 ,y: 198,width: 73, height: 149",0.7783801556,0.7826874256,59.1547515392,67.109108448,0.8474104852,0,13.1822671427,1.17,22,22
frame74.jpg,3,"name:rect,x: 570 ,y: 388,width: 105, height: 148",0.7783801556,0.7844545841,59.1547515392,67.8935630322,0.8474104852,0,13.1822671427,1.175,29,24
frame74.jpg,3,"name:rect,x: 393 ,y: 405,width: 105, height: 171",0.7783801556,0.7857525349,59.1547515392,68.679315567,0.8474104852,0,13.1822671427,1.18,29,25
frame75.jpg,3,"name:rect,x: 387 ,y: 402,width: 101, height: 170",0.7735667229,0.7774822712,59.9283182621,69.4567978382,0.8474104852,31.3569983044,13.1822671427,1.185,19,26
frame75.jpg,3,"name:rect,x: 551 ,y: 387,width: 120, height: 147",0.7735667229,0.7780401707,59.9283182621,70.2348380089,0.8474104852,0,13.1822671427,1.19,17,20
frame75.jpg,3,"name:rect,x: 453 ,y: 203,width: 68, height: 138",0.7735667229,0.7784051895,59.9283182621,71.0132431984,0.8474104852,0,13.1822671427,1.195,16,13
frame76.jpg,3,"name:rect,x: 367 ,y: 402,width: 120, height: 169",0.7712242603,0.7757349014,60.6995425224,71.7889780998,0.8474104852,0,13.1822671427,1.2,13,18
frame76.jpg,3,"name:rect,x: 446 ,y: 205,width: 74, height: 138",0.7712242603,0.7774136066,60.6995425224,72.5663917065,0.8474104852,29.9497487437,13.1822671427,1.205,12,10
frame76.jpg,3,"name:rect,x: 547 ,y: 384,width: 127, height: 146",0.7712242603,0.7786853313,60.6995425224,73.3450770378,0.8474104852,0,13.1822671427,1.21,13,10
frame77.jpg,3,"name:rect,x: 555 ,y: 375,width: 112, height: 149",0.7672445774,0.7714653015,61.4667870998,74.1165423393,0.8474104852,0,13.1822671427,1.215,8,13
frame77.jpg,3,"name:rect,x: 445 ,y: 200,width: 71, height: 141",0.7672445774,0.7733004093,61.4667870998,74.8898427486,0.8474104852,0,13.1822671427,1.22,5,7
frame77.jpg,3,"name:rect,x: 357 ,y: 404,width: 131, height: 171",0.7672445774,0.774595499,61.4667870998,75.6644382477,0.8474104852,34.21875,13.1822671427,1.225,7,5
frame78.jpg,2,"name:rect,x: 358 ,y: 398,width: 130, height: 173",0.7758290768,0.7786648273,62.2426161766,76.443103075,0.8474104852,0,13.1822671427,1.23,6,8
frame78.jpg,2,"name:rect,x: 444 ,y: 203,width: 66, height: 137",0.7758290768,0.7792599201,62.2426161766,77.2223629951,0.8474104852,0,13.1822671427,1.235,3,1
frame79.jpg,2,"name:rect,x: 440 ,y: 199,width: 67, height: 136",0.7726707458,0.7759273052,63.0152869225,77.9982903004,0.8474104852,0,13.1822671427,1.24,2,4
frame79.jpg,2,"name:rect,x: 353 ,y: 398,width: 120, height: 173",0.7726707458,0.7793724537,63.0152869225,78.7776627541,0.8474104852,49.6950530834,13.1822671427,1.245,3,2
frame80.jpg,2,"name:rect,x: 350 ,y: 395,width: 108, height: 173",0.7817277908,0.7846596241,63.7970147133,79.5623223782,0.8474104852,33.4428537902,13.1822671427,1.25,2,2
frame80.jpg,2,"name:rect,x: 437 ,y: 197,width: 65, height: 128",0.7817277908,0.7863476276,63.7970147133,80.3486700058,0.8474104852,0,13.1822671427,1.255,1,2
frame81.jpg,2,"name:rect,x: 343 ,y: 386,width: 114, height: 181",0.8115561008,0.8147227764,64.6085708141,81.1633927822,0.8474104852,0,13.1822671427,1.26,0,0
frame81.jpg,2,"name:rect,x: 438 ,y: 195,width: 61, height: 125",0.8115561008,0.8163566589,64.6085708141,81.9797494411,0.8474104852,51.4225577007,13.1822671427,1.265,3,2
frame82.jpg,3,"name:rect,x: 336 ,y: 384,width: 106, height: 177",0.7849903107,0.7891805172,65.3935611248,82.7689299583,0.8474104852,41.7468413122,13.1822671427,1.27,2,2
frame82.jpg,3,"name:rect,x: 434 ,y: 187,width: 61, height: 132",0.7849903107,0.7897443771,65.3935611248,83.5586743355,0.8474104852,0,13.1822671427,1.275,0,1
frame82.jpg,3,"name:rect,x: 537 ,y: 366,width: 64, height: 155",0.7849903107,0.7901213169,65.3935611248,84.3487956524,0.8474104852,0,13.1822671427,1.28,1,0
frame83.jpg,3,"name:rect,x: 525 ,y: 365,width: 70, height: 157",0.7711045742,0.7751691341,66.164665699,85.1239647865,0.8474104852,41.2788168769,13.1822671427,1.285,0,1
frame83.jpg,3,"name:rect,x: 324 ,y: 372,width: 98, height: 191",0.7711045742,0.7757337093,66.164665699,85.8996984959,0.8474104852,0,13.1822671427,1.29,0,0
frame83.jpg,3,"name:rect,x: 433 ,y: 180,width: 58, height: 136",0.7711045742,0.7760958672,66.164665699,86.675794363,0.8474104852,0,13.1822671427,1.295,0,0
frame84.jpg,2,"name:rect,x: 502 ,y: 364,width: 84, height: 161",0.7924189568,0.7954666615,66.9570846558,87.4712610245,0.8474104852,0,13.1822671427,1.3,0,0
frame84.jpg,2,"name:rect,x: 320 ,y: 370,width: 90, height: 186",0.7924189568,0.7960588932,66.9570846558,88.2673199177,0.8474104852,53.101058008,13.1822671427,,,
frame85.jpg,3,"name:rect,x: 315 ,y: 368,width: 88, height: 187",0.7740092278,0.7783067226,67.7310938835,89.0456266403,0.8474104852,42.5871435038,13.1822671427,,,
frame85.jpg,3,"name:rect,x: 419 ,y: 178,width: 66, height: 134",0.7740092278,0.7788162231,67.7310938835,89.8244428635,0.8474104852,0,13.1822671427,,,
frame85.jpg,3,"name:rect,x: 492 ,y: 363,width: 92, height: 160",0.7740092278,0.7791473866,67.7310938835,90.60359025,0.8474104852,0,13.1822671427,,,
frame86.jpg,3,"name:rect,x: 310 ,y: 365,width: 90, height: 191",0.8158171177,0.8199663162,68.5469110012,91.4235565662,0.8474104852,58.0028328612,13.1822671427,,,
frame86.jpg,3,"name:rect,x: 417 ,y: 178,width: 65, height: 132",0.8158171177,0.8218693733,68.5469110012,92.2454259396,0.8474104852,45.1093210587,13.1822671427,,,
frame86.jpg,3,"name:rect,x: 478 ,y: 358,width: 103, height: 161",0.8158171177,0.8261470795,68.5469110012,93.071573019,0.8474104852,0,13.1822671427,,,
frame87.jpg,2,"name:rect,x: 303 ,y: 364,width: 101, height: 194",0.7784056664,0.7814674377,69.3253166676,93.8530404568,0.8474104852,0,13.1822671427,,,
frame87.jpg,2,"name:rect,x: 413 ,y: 176,width: 68, height: 136",0.7784056664,0.7822701931,69.3253166676,94.6353106499,0.8474104852,64.2121524202,13.1822671427,,,
frame88.jpg,3,"name:rect,x: 284 ,y: 366,width: 118, height: 193",0.7715001106,0.7756550312,70.0968167782,95.4109656811,0.8474104852,45.5644241733,13.1822671427,,,
frame88.jpg,3,"name:rect,x: 412 ,y: 177,width: 67, height: 136",0.7715001106,0.7764730453,70.0968167782,96.1874387264,0.8474104852,0,13.1822671427,,,
frame88.jpg,3,"name:rect,x: 464 ,y: 360,width: 110, height: 165",0.7715001106,0.7770562172,70.0968167782,96.9644949436,0.8474104852,0,13.1822671427,,,
frame89.jpg,3,"name:rect,x: 281 ,y: 362,width: 116, height: 201",0.7714936733,0.7757143974,70.8683104515,97.740209341,0.8474104852,72.9230182927,13.1822671427,,,
frame89.jpg,3,"name:rect,x: 407 ,y: 173,width: 71, height: 139",0.7714936733,0.7762720585,70.8683104515,98.5164813995,0.8474104852,39.1044265937,13.1822671427,,,
frame89.jpg,3,"name:rect,x: 463 ,y: 351,width: 88, height: 171",0.7714936733,0.7766361237,70.8683104515,99.2931175232,0.8474104852,0,13.1822671427,,,
frame90.jpg,2,"name:rect,x: 278 ,y: 356,width: 115, height: 205",0.7845542431,0.7876713276,71.6528646946,100.0807888508,0.8474104852,0,13.1822671427,,,
frame90.jpg,2,"name:rect,x: 400 ,y: 172,width: 75, height: 140",0.7845542431,0.7882626057,71.6528646946,100.8690514565,0.8474104852,68.3750376847,13.1822671427,,,
frame91.jpg,2,"name:rect,x: 272 ,y: 352,width: 115, height: 206",0.7887573242,0.7917113304,72.4416220188,101.6607627869,0.8474104852,42.5893482831,13.1822671427,,,
frame91.jpg,2,"name:rect,x: 399 ,y: 170,width: 73, height: 142",0.7887573242,0.7922575474,72.4416220188,102.4530203342,0.8474104852,0,13.1822671427,,,
frame92.jpg,2,"name:rect,x: 265 ,y: 352,width: 115, height: 211",0.7872858047,0.7903213501,73.2289078236,103.2433416843,0.8474104852,0,13.1822671427,,,
frame92.jpg,2,"name:rect,x: 397 ,y: 173,width: 76, height: 141",0.7872858047,0.7911100388,73.2289078236,104.0344517231,0.8474104852,87.4833808167,13.1822671427,,,
frame93.jpg,3,"name:rect,x: 260 ,y: 353,width: 112, height: 205",0.8108193874,0.8150100708,74.039727211,104.8494617939,0.8474104852,45.3037355293,13.1822671427,,,
frame93.jpg,3,"name:rect,x: 395 ,y: 173,width: 76, height: 141",0.8108193874,0.8184792995,74.039727211,105.6679410934,0.8474104852,0,13.1822671427,,,
frame93.jpg,3,"name:rect,x: 435 ,y: 344,width: 71, height: 152",0.8108193874,0.8190588951,74.039727211,106.4869999886,0.8474104852,0,13.1822671427,,,
frame94.jpg,3,"name:rect,x: 396 ,y: 170,width: 70, height: 138",0.8042519093,0.8083996773,74.8439791203,107.2953996658,0.8474104852,70.4958531851,13.1822671427,,,
frame94.jpg,3,"name:rect,x: 427 ,y: 347,width: 76, height: 164",0.8042519093,0.8092391491,74.8439791203,108.1046388149,0.8474104852,52.862020486,13.1822671427,,,
frame94.jpg,3,"name:rect,x: 243 ,y: 330,width: 114, height: 214",0.8042519093,0.8099262714,74.8439791203,108.9145650864,0.8474104852,0,13.1822671427,,,
frame95.jpg,3,"name:rect,x: 241 ,y: 330,width: 101, height: 200",0.8010249138,0.8052625656,75.645004034,109.719827652,0.8474104852,0,13.1822671427,,,
frame95.jpg,3,"name:rect,x: 396 ,y: 170,width: 60, height: 129",0.8010249138,0.8058197498,75.645004034,110.5256474018,0.8474104852,50.3347774714,13.1822671427,,,
frame95.jpg,3,"name:rect,x: 408 ,y: 342,width: 92, height: 153",0.8010249138,0.8061826229,75.645004034,111.3318300247,0.8474104852,0,13.1822671427,,,
frame96.jpg,2,"name:rect,x: 240 ,y: 331,width: 91, height: 192",0.7853448391,0.7881448269,76.4303488731,112.1199748516,0.8474104852,0,13.1822671427,,,
frame96.jpg,2,"name:rect,x: 393 ,y: 169,width: 57, height: 129",0.7853448391,0.7887086868,76.4303488731,112.9086835384,0.8474104852,0,13.1822671427,,,
frame97.jpg,3,"name:rect,x: 234 ,y: 330,width: 86, height: 184",0.7702727318,0.7745466232,77.2006216049,113.6832301617,0.8474104852,57.4932924492,13.1822671427,,,
frame97.jpg,3,"name:rect,x: 385 ,y: 166,width: 58, height: 133",0.7702727318,0.7751092911,77.2006216049,114.4583394527,0.8474104852,0,13.1822671427,,,
frame97.jpg,3,"name:rect,x: 389 ,y: 343,width: 113, height: 147",0.7702727318,0.7754676342,77.2006216049,115.2338070869,0.8474104852,0,13.1822671427,,,
frame98.jpg,3,"name:rect,x: 217 ,y: 325,width: 93, height: 190",0.7755281925,0.7798609734,77.9761497974,116.0136680603,0.8474104852,0,13.1822671427,,,
frame98.jpg,3,"name:rect,x: 386 ,y: 339,width: 113, height: 152",0.7755281925,0.7816352844,77.9761497974,116.7953033447,0.8474104852,60.8886450905,13.1822671427,,,
frame98.jpg,3,"name:rect,x: 385 ,y: 167,width: 57, height: 131",0.7755281925,0.7829828262,77.9761497974,117.578286171,0.8474104852,42.2831632653,13.1822671427,,,
frame99.jpg,3,"name:rect,x: 207 ,y: 323,width: 102, height: 189",0.8141222,0.8187086582,78.7902719975,118.3969948292,0.8474104852,0,13.1822671427,,,
frame99.jpg,3,"name:rect,x: 384 ,y: 337,width: 96, height: 155",0.8141222,0.8204147816,78.7902719975,119.2174096107,0.8474104852,0,13.1822671427,,,
