#filename,region_count,region_shape_attributes,Detection_time_spent_on_frame (seconds),Total_time_spent_on_frame (seconds),Accumulated_detection_time_spent_on_video(seconds),Accumulated_elapsed_time (seconds),FPS,Mean Precision (%),TP_MEAN,FN_MEAN,FP_MEAN,TP_TOTAL,FP_TOTAL,FN_TOTAL,,precision, recall
frame0.jpg,0,,0.0767719746,0.0768451691,0.0767719746,0.0768451691,7.9427460644,75.1413521526,0.6873170732,0.0151219512,0,1409,0,31,,1,0.9784722222
frame1.jpg,0,,0.1295404434,0.1295986176,0.206312418,0.2064437866,7.9427460644,75.1413521526,0.6873170732,0.0151219512,0,1409,0,31,,,
frame2.jpg,0,,0.0864088535,0.086540699,0.2927212715,0.2929844856,7.9427460644,75.1413521526,0.6873170732,0.0151219512,0,1409,0,31,,,
frame3.jpg,0,,0.0942363739,0.0942919254,0.3869576454,0.3872764111,7.9427460644,75.1413521526,0.6873170732,0.0151219512,0,1409,0,31,,,
frame4.jpg,0,,0.0738911629,0.0739531517,0.4608488083,0.4612295628,7.9427460644,75.1413521526,0.6873170732,0.0151219512,0,1409,0,31,,,
frame5.jpg,0,,0.1010289192,0.1010859013,0.5618777275,0.562315464,7.9427460644,75.1413521526,0.6873170732,0.0151219512,0,1409,0,31,,,
frame6.jpg,0,,0.0764620304,0.0765271187,0.6383397579,0.6388425827,7.9427460644,75.1413521526,0.6873170732,0.0151219512,0,1409,0,31,,,
frame7.jpg,0,,0.0976080894,0.0976712704,0.7359478474,0.7365138531,7.9427460644,75.1413521526,0.6873170732,0.0151219512,0,1409,0,31,,,
frame8.jpg,0,,0.088793993,0.0888586044,0.8247418404,0.8253724575,7.9427460644,75.1413521526,0.6873170732,0.0151219512,0,1409,0,31,,,
frame9.jpg,0,,0.0994524956,0.099517107,0.9241943359,0.9248895645,7.9427460644,75.1413521526,0.6873170732,0.0151219512,0,1409,0,31,,,
frame10.jpg,0,,0.0768959522,0.0769660473,1.0010902882,1.0018556118,7.9427460644,75.1413521526,0.6873170732,0.0151219512,0,1409,0,31,,,
frame11.jpg,0,,0.1030585766,0.1031193733,1.1041488647,1.1049749851,7.9427460644,75.1413521526,0.6873170732,0.0151219512,0,1409,0,31,,,
frame12.jpg,0,,0.0792417526,0.0792996883,1.1833906174,1.1842746735,7.9427460644,75.1413521526,0.6873170732,0.0151219512,0,1409,0,31,,,
frame13.jpg,0,,0.1138491631,0.1139092445,1.2972397804,1.298183918,7.9427460644,75.1413521526,0.6873170732,0.0151219512,0,1409,0,31,,,
frame14.jpg,0,,0.0911252499,0.091178894,1.3883650303,1.389362812,7.9427460644,75.1413521526,0.6873170732,0.0151219512,0,1409,0,31,,,
frame15.jpg,0,,0.0902736187,0.0903365612,1.478638649,1.4796993732,7.9427460644,75.1413521526,0.6873170732,0.0151219512,0,1409,0,31,,,
frame16.jpg,0,,0.0776920319,0.0777521133,1.5563306808,1.5574514866,7.9427460644,75.1413521526,0.6873170732,0.0151219512,0,1409,0,31,,,
frame17.jpg,0,,0.1151707172,0.1152310371,1.6715013981,1.6726825237,7.9427460644,75.1413521526,0.6873170732,0.0151219512,0,1409,0,31,,,
frame18.jpg,0,,0.0838928223,0.083947897,1.7553942204,1.7566304207,7.9427460644,75.1413521526,0.6873170732,0.0151219512,0,1409,0,31,,,
frame19.jpg,0,,0.0990519524,0.0991077423,1.8544461727,1.855738163,7.9427460644,75.1413521526,0.6873170732,0.0151219512,0,1409,0,31,,,
frame20.jpg,0,,0.0776443481,0.077701807,1.9320905209,1.93343997,7.9427460644,75.1413521526,0.6873170732,0.0151219512,0,1409,0,31,,,
frame21.jpg,0,,0.099758625,0.0998814106,2.0318491459,2.0333213806,7.9427460644,75.1413521526,0.6873170732,0.0151219512,0,1409,0,31,,,
frame22.jpg,0,,0.0838258266,0.0838849545,2.1156749725,2.1172063351,7.9427460644,75.1413521526,0.6873170732,0.0151219512,0,1409,0,31,,,
frame23.jpg,0,,0.0986533165,0.0987374783,2.214328289,2.2159438133,7.9427460644,75.1413521526,0.6873170732,0.0151219512,0,1409,0,31,,,
frame24.jpg,0,,0.0776512623,0.0777144432,2.2919795513,2.2936582565,7.9427460644,75.1413521526,0.6873170732,0.0151219512,0,1409,0,31,,,
frame25.jpg,0,,0.1000773907,0.1001410484,2.392056942,2.393799305,7.9427460644,75.1413521526,0.6873170732,0.0151219512,0,1409,0,31,,,
