#filename,region_count,region_shape_attributes,Detection_time_spent_on_frame (seconds),Total_time_spent_on_frame (seconds),Accumulated_detection_time_spent_on_video(seconds),Accumulated_elapsed_time (seconds),FPS,Mean Precision (%),TP,FN,FP,TP_MEAN,FN_MEAN,FP_MEAN,TP_TOTAL,FP_TOTAL,FN_TOTAL,Number_of_objects,,Precision,Recall
frame0.jpg,0,,0.0786497593,0.0787024498,0.0786497593,0.0787024498,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,0.9965277778,0.1246741964
frame1.jpg,0,,0.1214189529,0.1215445995,0.2000687122,0.2002470493,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame2.jpg,0,,0.0870409012,0.0870904922,0.2871096134,0.2873375416,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame3.jpg,0,,0.0921442509,0.092192173,0.3792538643,0.3795297146,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame4.jpg,0,,0.0698418617,0.0698890686,0.449095726,0.4494187832,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame5.jpg,0,,0.0955781937,0.0956449509,0.5446739197,0.5450637341,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame6.jpg,0,,0.0735189915,0.073570013,0.6181929111,0.6186337471,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame7.jpg,0,,0.0976967812,0.0977473259,0.7158896923,0.716381073,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame8.jpg,0,,0.0733299255,0.0733821392,0.7892196178,0.7897632122,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame9.jpg,0,,0.1212739944,0.1213264465,0.9104936123,0.9110896587,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame10.jpg,0,,0.0826056004,0.0826616287,0.9930992126,0.9937512875,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame11.jpg,0,,0.0929038525,0.0929532051,1.0860030651,1.0867044926,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame12.jpg,0,,0.0771007538,0.0771512985,1.1631038189,1.1638557911,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame13.jpg,0,,0.0940992832,0.09415555,1.2572031021,1.2580113411,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame14.jpg,0,,0.0824360847,0.0824887753,1.3396391869,1.3405001163,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame15.jpg,0,,0.0946435928,0.0946958065,1.4342827797,1.4351959229,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame16.jpg,0,,0.0736479759,0.0737009048,1.5079307556,1.5088968277,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame17.jpg,0,,0.0979745388,0.0980243683,1.6059052944,1.606921196,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame18.jpg,0,,0.0878298283,0.0879371166,1.6937351227,1.6948583126,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame19.jpg,0,,0.1009738445,0.1010262966,1.7947089672,1.7958846092,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame20.jpg,0,,0.0777361393,0.0777909756,1.8724451065,1.8736755848,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame21.jpg,0,,0.0925197601,0.0925729275,1.9649648666,1.9662485123,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame22.jpg,0,,0.075905323,0.0759608746,2.0408701897,2.0422093868,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame23.jpg,0,,0.0929069519,0.0929574966,2.1337771416,2.1351668835,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame24.jpg,0,,0.0751471519,0.0752034187,2.2089242935,2.2103703022,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame25.jpg,0,,0.0989086628,0.0989592075,2.3078329563,2.3093295097,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame26.jpg,0,,0.0751478672,0.0752162933,2.3829808235,2.3845458031,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame27.jpg,0,,0.0948586464,0.0949094296,2.4778394699,2.4794552326,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame28.jpg,0,,0.0778439045,0.0778939724,2.5556833744,2.557349205,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame29.jpg,0,,0.0979917049,0.0980434418,2.6536750793,2.6553926468,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame30.jpg,0,,0.0767226219,0.0767760277,2.7303977013,2.7321686745,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame31.jpg,0,,0.0937852859,0.0938382149,2.8241829872,2.8260068893,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame32.jpg,0,,0.0779590607,0.0780119896,2.9021420479,2.9040188789,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame33.jpg,0,,0.0956993103,0.0957493782,2.9978413582,2.9997682571,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame34.jpg,0,,0.0827629566,0.0828125477,3.0806043148,3.0825808048,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame35.jpg,0,,0.1032679081,0.1034047604,3.1838722229,3.1859855652,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame36.jpg,0,,0.0821630955,0.0822212696,3.2660353184,3.2682068348,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame37.jpg,0,,0.1537299156,0.1537840366,3.419765234,3.4219908714,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame38.jpg,0,,0.0785992146,0.0786526203,3.4983644485,3.5006434917,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame39.jpg,0,,0.10688591,0.1069400311,3.6052503586,3.6075835228,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame40.jpg,0,,0.0826971531,0.0827569962,3.6879475117,3.690340519,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame41.jpg,0,,0.098711729,0.098767519,3.7866592407,3.7891080379,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame42.jpg,0,,0.0755283833,0.0755774975,3.862187624,3.8646855354,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame43.jpg,0,,0.1043965816,0.1044511795,3.9665842056,3.9691367149,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame44.jpg,0,,0.0790278912,0.0790846348,4.0456120968,4.0482213497,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame45.jpg,0,,0.0964446068,0.0964994431,4.1420567036,4.1447207928,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame46.jpg,0,,0.0781459808,0.078196764,4.2202026844,4.2229175568,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame47.jpg,0,,0.0939764977,0.0940289497,4.3141791821,4.3169465065,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame48.jpg,0,,0.0846111774,0.0846652985,4.3987903595,4.401611805,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame49.jpg,0,,0.0966312885,0.0966892242,4.495421648,4.4983010292,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame50.jpg,0,,0.0825872421,0.0826382637,4.5780088902,4.5809392929,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame51.jpg,0,,0.0947191715,0.094769001,4.6727280617,4.6757082939,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame52.jpg,0,,0.0738031864,0.0738551617,4.7465312481,4.7495634556,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame53.jpg,0,,0.0954744816,0.0955262184,4.8420057297,4.845089674,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame54.jpg,0,,0.0763761997,0.0764317513,4.9183819294,4.9215214252,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame55.jpg,0,,0.0979764462,0.0980329514,5.0163583755,5.0195543766,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame56.jpg,0,,0.0767350197,0.0767855644,5.0930933952,5.096339941,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame57.jpg,0,,0.1002516747,0.1003134251,5.1933450699,5.1966533661,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame58.jpg,0,,0.0807335377,0.0807900429,5.2740786076,5.277443409,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame59.jpg,0,,0.0996007919,0.099657774,5.3736793995,5.3771011829,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame60.jpg,0,,0.1724119186,0.1724665165,5.5460913181,5.5495676994,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame61.jpg,0,,0.1216201782,0.121689558,5.6677114964,5.6712572575,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame62.jpg,0,,0.1404304504,0.1404924393,5.8081419468,5.8117496967,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame63.jpg,0,,0.1493461132,0.1493952274,5.95748806,5.9611449242,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame64.jpg,0,,0.1318788528,0.1319348812,6.0893669128,6.0930798054,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame65.jpg,0,,0.1223003864,0.1223549843,6.2116672993,6.2154347897,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame66.jpg,0,,0.0825371742,0.0825898647,6.2942044735,6.2980246544,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame67.jpg,0,,0.0983622074,0.0984134674,6.3925666809,6.3964381218,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame68.jpg,0,,0.0764479637,0.0765032768,6.4690146446,6.4729413986,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame69.jpg,0,,0.1044826508,0.1045556068,6.5734972954,6.5774970055,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame70.jpg,0,,0.1368849277,0.1369550228,6.7103822231,6.7144520283,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame71.jpg,0,,0.0761249065,0.0761725903,6.7865071297,6.7906246185,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame72.jpg,0,,0.093490839,0.0935432911,6.8799979687,6.8841679096,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame73.jpg,0,,0.0787541866,0.0788092613,6.9587521553,6.9629771709,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame74.jpg,0,,0.1073980331,0.1074502468,7.0661501884,7.0704274178,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame75.jpg,0,,0.0919349194,0.091988802,7.1580851078,7.1624162197,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame76.jpg,0,,0.1059384346,0.1059930325,7.2640235424,7.2684092522,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame77.jpg,0,,0.0854606628,0.0855207443,7.3494842052,7.3539299965,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame78.jpg,0,,0.1203129292,0.1203680038,7.4697971344,7.4742980003,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame79.jpg,0,,0.0878190994,0.0878720284,7.5576162338,7.5621700287,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame80.jpg,0,,0.1127438545,0.1127977371,7.6703600883,7.6749677658,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame81.jpg,0,,0.0840246677,0.0840775967,7.7543847561,7.7590453625,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame82.jpg,0,,0.1087062359,0.1087627411,7.863090992,7.8678081036,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame83.jpg,0,,0.085047245,0.0851049423,7.948138237,7.9529130459,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame84.jpg,0,,0.1115441322,0.1116127968,8.0596823692,8.0645258427,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame85.jpg,0,,0.109821558,0.1098966599,8.1695039272,8.1744225025,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame86.jpg,0,,0.1255249977,0.1255874634,8.2950289249,8.3000099659,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame87.jpg,0,,0.1178672314,0.1179602146,8.4128961563,8.4179701805,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame88.jpg,0,,0.1305859089,0.1306462288,8.5434820652,8.5486164093,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame89.jpg,0,,0.1164567471,0.1165261269,8.6599388123,8.6651425362,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame90.jpg,0,,0.1158971786,0.115983963,8.7758359909,8.7811264992,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame91.jpg,0,,0.0967214108,0.0967795849,8.8725574017,8.8779060841,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame92.jpg,0,,0.1189129353,0.1189706326,8.9914703369,8.9968767166,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame93.jpg,0,,0.1100823879,0.1101436615,9.1015527248,9.1070203781,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame94.jpg,0,,0.095426321,0.0954823494,9.1969790459,9.2025027275,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame95.jpg,0,,0.1053307056,0.105386734,9.3023097515,9.3078894615,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame96.jpg,0,,0.0958585739,0.0959160328,9.3981683254,9.4038054943,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame97.jpg,0,,0.1259047985,0.1259891987,9.5240731239,9.529794693,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame98.jpg,0,,0.0938873291,0.0939433575,9.617960453,9.6237380505,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame99.jpg,0,,0.1001515388,0.1002080441,9.7181119919,9.7239460945,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame100.jpg,0,,0.1022269726,0.1023108959,9.8203389645,9.8262569904,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame101.jpg,0,,0.197937727,0.1980032921,10.0182766914,10.0242602825,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame102.jpg,0,,0.1415169239,0.1415860653,10.1597936153,10.1658463478,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame103.jpg,0,,0.1496610641,0.1497325897,10.3094546795,10.3155789375,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame104.jpg,0,,0.1581602097,0.1582262516,10.4676148891,10.4738051891,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame105.jpg,0,,0.1434807777,0.1435453892,10.6110956669,10.6173505783,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame106.jpg,0,,0.1446805,0.1447484493,10.7557761669,10.7620990276,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame107.jpg,0,,0.144351244,0.1444180012,10.9001274109,10.9065170288,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
frame108.jpg,0,,0.1638960838,0.1639478207,11.0640234947,11.0704648495,8.4581730249,6.2813950669,0,0,0,0.1059822747,0.7440915805,0.0003692762,287,1,2015,2303,,,
