#filename,region_count,region_shape_attributes,Detection_time_spent_on_frame (seconds),Total_time_spent_on_frame (seconds),Accumulated_detection_time_spent_on_video(seconds),Accumulated_elapsed_time (seconds)
frame0.jpg,0,,0.06902670860290527,0.06908273696899414,0.06902670860290527,0.06908273696899414
frame1.jpg,0,,0.0983121395111084,0.09836363792419434,0.16733884811401367,0.16744637489318848
frame2.jpg,0,,0.07173371315002441,0.07178235054016113,0.23907256126403809,0.2392287254333496
frame3.jpg,0,,0.06961226463317871,0.06966185569763184,0.3086848258972168,0.30889058113098145
frame4.jpg,0,,0.058406829833984375,0.05846047401428223,0.36709165573120117,0.36735105514526367
frame5.jpg,0,,0.07049250602722168,0.07054305076599121,0.43758416175842285,0.4378941059112549
frame6.jpg,0,,0.06304407119750977,0.06312441825866699,0.5006282329559326,0.5010185241699219
frame7.jpg,0,,0.0753638744354248,0.07541275024414062,0.5759921073913574,0.5764312744140625
frame8.jpg,0,,0.07942962646484375,0.07951998710632324,0.6554217338562012,0.6559512615203857
frame9.jpg,0,,0.07485723495483398,0.07490777969360352,0.7302789688110352,0.7308590412139893
frame10.jpg,0,,0.06537818908691406,0.06543159484863281,0.7956571578979492,0.7962906360626221
frame11.jpg,0,,0.06945657730102539,0.06950831413269043,0.8651137351989746,0.8657989501953125
frame12.jpg,0,,0.06332945823669434,0.06338357925415039,0.928443193435669,0.9291825294494629
frame13.jpg,0,,0.07152652740478516,0.07158803939819336,0.9999697208404541,1.0007705688476562
frame14.jpg,1,"name:rect,x: 640 ,y: 322,width: 78, height: 203",0.06536054611206055,0.06565213203430176,1.0653302669525146,1.066422700881958
frame15.jpg,1,"name:rect,x: 644 ,y: 327,width: 72, height: 213",0.07221341133117676,0.07242584228515625,1.1375436782836914,1.1388485431671143
frame16.jpg,1,"name:rect,x: 653 ,y: 319,width: 64, height: 192",0.06374216079711914,0.06396055221557617,1.2012858390808105,1.2028090953826904
frame17.jpg,1,"name:rect,x: 655 ,y: 318,width: 62, height: 191",0.07182979583740234,0.07204794883728027,1.273115634918213,1.2748570442199707
frame18.jpg,1,"name:rect,x: 645 ,y: 316,width: 70, height: 182",0.06154203414916992,0.06176877021789551,1.3346576690673828,1.3366258144378662
frame19.jpg,1,"name:rect,x: 641 ,y: 313,width: 72, height: 181",0.07588481903076172,0.07613801956176758,1.4105424880981445,1.4127638339996338
frame20.jpg,1,"name:rect,x: 632 ,y: 308,width: 79, height: 183",0.06122303009033203,0.06145310401916504,1.4717655181884766,1.4742169380187988
frame21.jpg,1,"name:rect,x: 629 ,y: 305,width: 81, height: 189",0.07391619682312012,0.07413816452026367,1.5456817150115967,1.5483551025390625
frame22.jpg,1,"name:rect,x: 623 ,y: 303,width: 86, height: 188",0.07152795791625977,0.07176423072814941,1.6172096729278564,1.620119333267212
frame23.jpg,1,"name:rect,x: 615 ,y: 300,width: 92, height: 192",0.0744173526763916,0.0746760368347168,1.691627025604248,1.6947953701019287
frame24.jpg,1,"name:rect,x: 612 ,y: 300,width: 94, height: 185",0.0631411075592041,0.06340980529785156,1.7547681331634521,1.7582051753997803
frame25.jpg,1,"name:rect,x: 600 ,y: 297,width: 99, height: 187",0.07255244255065918,0.07282018661499023,1.8273205757141113,1.8310253620147705
frame26.jpg,1,"name:rect,x: 598 ,y: 281,width: 89, height: 200",0.07316040992736816,0.07343411445617676,1.9004809856414795,1.9044594764709473
frame27.jpg,1,"name:rect,x: 601 ,y: 278,width: 78, height: 198",0.07732629776000977,0.07757401466369629,1.9778072834014893,1.9820334911346436
frame28.jpg,1,"name:rect,x: 601 ,y: 278,width: 75, height: 190",0.13048028945922852,0.1307525634765625,2.1082875728607178,2.112786054611206
frame29.jpg,1,"name:rect,x: 597 ,y: 275,width: 76, height: 191",0.06581544876098633,0.06603884696960449,2.174103021621704,2.1788249015808105
frame30.jpg,1,"name:rect,x: 597 ,y: 272,width: 73, height: 186",0.07213902473449707,0.07237792015075684,2.246242046356201,2.2512028217315674
