#filename,region_count,region_shape_attributes,Detection_time_spent_on_frame (seconds),Total_time_spent_on_frame (seconds),Accumulated_detection_time_spent_on_video(seconds),Accumulated_elapsed_time (seconds),FPS,Mean Precision (%),TP_MEAN,FN_MEAN,FP_MEAN,TP_TOTAL,FP_TOTAL,FN_TOTAL
frame0.jpg,0,,0.15413880348205566,0.15419220924377441,0.15413880348205566,0.15419220924377441,5.222980518960756,27.760425052177663,0.3685376661742984,0.4815361890694239,0.008493353028064993,998,23,1304
frame1.jpg,0,,0.18071460723876953,0.1807692050933838,0.3348534107208252,0.3349614143371582,5.222980518960756,27.760425052177663,0.3685376661742984,0.4815361890694239,0.008493353028064993,998,23,1304
frame2.jpg,0,,0.15990090370178223,0.1599583625793457,0.4947543144226074,0.4949197769165039,5.222980518960756,27.760425052177663,0.3685376661742984,0.4815361890694239,0.008493353028064993,998,23,1304
frame3.jpg,0,,0.15880799293518066,0.1588587760925293,0.6535623073577881,0.6537785530090332,5.222980518960756,27.760425052177663,0.3685376661742984,0.4815361890694239,0.008493353028064993,998,23,1304
frame4.jpg,0,,0.16331195831298828,0.16336917877197266,0.8168742656707764,0.8171477317810059,5.222980518960756,27.760425052177663,0.3685376661742984,0.4815361890694239,0.008493353028064993,998,23,1304
frame5.jpg,0,,0.1611931324005127,0.16124606132507324,0.9780673980712891,0.9783937931060791,5.222980518960756,27.760425052177663,0.3685376661742984,0.4815361890694239,0.008493353028064993,998,23,1304
frame6.jpg,0,,0.15842676162719727,0.15848135948181152,1.1364941596984863,1.1368751525878906,5.222980518960756,27.760425052177663,0.3685376661742984,0.4815361890694239,0.008493353028064993,998,23,1304
frame7.jpg,0,,0.16001629829406738,0.160064697265625,1.2965104579925537,1.2969398498535156,5.222980518960756,27.760425052177663,0.3685376661742984,0.4815361890694239,0.008493353028064993,998,23,1304
frame8.jpg,0,,0.15189242362976074,0.151947021484375,1.4484028816223145,1.4488868713378906,5.222980518960756,27.760425052177663,0.3685376661742984,0.4815361890694239,0.008493353028064993,998,23,1304
frame9.jpg,0,,0.15646600723266602,0.15652179718017578,1.6048688888549805,1.6054086685180664,5.222980518960756,27.760425052177663,0.3685376661742984,0.4815361890694239,0.008493353028064993,998,23,1304
frame10.jpg,0,,0.15722274780273438,0.15727901458740234,1.7620916366577148,1.7626876831054688,5.222980518960756,27.760425052177663,0.3685376661742984,0.4815361890694239,0.008493353028064993,998,23,1304
frame11.jpg,0,,0.16819000244140625,0.1682443618774414,1.930281639099121,1.9309320449829102,5.222980518960756,27.760425052177663,0.3685376661742984,0.4815361890694239,0.008493353028064993,998,23,1304
frame12.jpg,0,,0.15842604637145996,0.15848374366760254,2.088707685470581,2.0894157886505127,5.222980518960756,27.760425052177663,0.3685376661742984,0.4815361890694239,0.008493353028064993,998,23,1304
frame13.jpg,0,,0.16148972511291504,0.1615445613861084,2.250197410583496,2.250960350036621,5.222980518960756,27.760425052177663,0.3685376661742984,0.4815361890694239,0.008493353028064993,998,23,1304
frame14.jpg,0,,0.15798091888427734,0.1580362319946289,2.4081783294677734,2.40899658203125,5.222980518960756,27.760425052177663,0.3685376661742984,0.4815361890694239,0.008493353028064993,998,23,1304
frame15.jpg,0,,0.15441513061523438,0.15448331832885742,2.562593460083008,2.5634799003601074,5.222980518960756,27.760425052177663,0.3685376661742984,0.4815361890694239,0.008493353028064993,998,23,1304
frame16.jpg,0,,0.15864038467407227,0.15869975090026855,2.72123384475708,2.722179651260376,5.222980518960756,27.760425052177663,0.3685376661742984,0.4815361890694239,0.008493353028064993,998,23,1304
frame17.jpg,0,,0.16135835647583008,0.16143131256103516,2.88259220123291,2.883610963821411,5.222980518960756,27.760425052177663,0.3685376661742984,0.4815361890694239,0.008493353028064993,998,23,1304
frame18.jpg,0,,0.15553069114685059,0.15558385848999023,3.0381228923797607,3.0391948223114014,5.222980518960756,27.760425052177663,0.3685376661742984,0.4815361890694239,0.008493353028064993,998,23,1304
frame19.jpg,0,,0.16277503967285156,0.16282987594604492,3.2008979320526123,3.2020246982574463,5.222980518960756,27.760425052177663,0.3685376661742984,0.4815361890694239,0.008493353028064993,998,23,1304
frame20.jpg,0,,0.1610414981842041,0.16109442710876465,3.3619394302368164,3.363119125366211,5.222980518960756,27.760425052177663,0.3685376661742984,0.4815361890694239,0.008493353028064993,998,23,1304
frame21.jpg,0,,0.16015911102294922,0.16021156311035156,3.5220985412597656,3.5233306884765625,5.222980518960756,27.760425052177663,0.3685376661742984,0.4815361890694239,0.008493353028064993,998,23,1304
